Photo Name,Name,Site,Habitat,Pole,Quad,Year,Pole ID,Quad ID,Genus,Wide.Diameter.cm,Perp.Diameter.cm,Coral Number,Coral ID,No.Branches,No.Bitten.Branches,No.Scars.Massive.Corals,Part.Dead.Colony,Out.of.frame,No.Macroborers,Notes
mcr_lter3_fringingreef_pole1-2_qu8_20060418,Rebecca,LTER3,Fringing Reef,1,8,2006,LTER3-Fringing Reef-2006-P1,LTER3-Fringing Reef-2006-P1-Q8,Massive Porites,2.001,1.360,2,LTER3-Fringing Reef-2006-P1-Q8-coral2,0,0,0,Yes,No,0,
mcr_lter3_fringingreef_pole1-2_qu8_20060418,Rebecca,LTER3,Fringing Reef,1,8,2006,LTER3-Fringing Reef-2006-P1,LTER3-Fringing Reef-2006-P1-Q8,Massive Porites,5.680,3.167,4,LTER3-Fringing Reef-2006-P1-Q8-coral4,0,0,1,Yes,Yes,0,
mcr_lter4_fringingreef_pole4-5_qu8_20060418,Garrett,LTER4,Fringing Reef,4,8,2006,LTER4-Fringing Reef-2006-P4,LTER4-Fringing Reef-2006-P4-Q8,Massive Porites,8.947,5.266,1,LTER4-Fringing Reef-2006-P4-Q8-coral1,0,0,0,Yes,No,0,
mcr_lter4_fringingreef_pole5-6_qu3_20060418,Garrett,LTER4,Fringing Reef,5,3,2006,LTER4-Fringing Reef-2006-P5,LTER4-Fringing Reef-2006-P5-Q3,Massive Porites,1.926,2.297,2,LTER4-Fringing Reef-2006-P5-Q3-coral2,0,0,0,No,No,0,
mcr_lter4_fringingreef_pole5-6_qu3_20060418,Garrett,LTER4,Fringing Reef,5,3,2006,LTER4-Fringing Reef-2006-P5,LTER4-Fringing Reef-2006-P5-Q3,Massive Porites,2.820,1.439,3,LTER4-Fringing Reef-2006-P5-Q3-coral3,0,0,0,No,No,0,
mcr_lter4_fringingreef_pole5-6_qu4_20060418,Garrett,LTER4,Fringing Reef,5,4,2006,LTER4-Fringing Reef-2006-P5,LTER4-Fringing Reef-2006-P5-Q4,Massive Porites,5.622,5.153,1,LTER4-Fringing Reef-2006-P5-Q4-coral1,0,0,0,No,No,0,
mcr_lter4_fringingreef_pole5-6_qu4_20060418,Garrett,LTER4,Fringing Reef,5,4,2006,LTER4-Fringing Reef-2006-P5,LTER4-Fringing Reef-2006-P5-Q4,Massive Porites,4.592,4.476,2,LTER4-Fringing Reef-2006-P5-Q4-coral2,0,0,0,No,No,0,
mcr_lter4_fringingreef_pole5-6_qu6_20060418,Garrett,LTER4,Fringing Reef,5,6,2006,LTER4-Fringing Reef-2006-P5,LTER4-Fringing Reef-2006-P5-Q6,Massive Porites,4.676,2.297,1,LTER4-Fringing Reef-2006-P5-Q6-coral1,0,0,0,No,No,0,
mcr_lter4_fringingreef_pole5-6_qu6_20060418,Garrett,LTER4,Fringing Reef,5,6,2006,LTER4-Fringing Reef-2006-P5,LTER4-Fringing Reef-2006-P5-Q6,Massive Porites,7.479,7.306,2,LTER4-Fringing Reef-2006-P5-Q6-coral2,0,0,0,No,Yes,0,
mcr_lter4_fringingreef_pole5-6_qu6_20060418,Garrett,LTER4,Fringing Reef,5,6,2006,LTER4-Fringing Reef-2006-P5,LTER4-Fringing Reef-2006-P5-Q6,Massive Porites,6.766,4.389,3,LTER4-Fringing Reef-2006-P5-Q6-coral3,0,0,0,No,No,0,
mcr_lter4_fringingreef_pole5-6_qu7_20060418,Garrett,LTER4,Fringing Reef,5,7,2006,LTER4-Fringing Reef-2006-P5,LTER4-Fringing Reef-2006-P5-Q7,Massive Porites,6.005,4.282,1,LTER4-Fringing Reef-2006-P5-Q7-coral1,0,0,0,No,No,0,
mcr_lter4_fringingreef_pole5-6_qu7_20060418,Garrett,LTER4,Fringing Reef,5,7,2006,LTER4-Fringing Reef-2006-P5,LTER4-Fringing Reef-2006-P5-Q7,Massive Porites,6.218,1.056,2,LTER4-Fringing Reef-2006-P5-Q7-coral2,0,0,0,No,Yes,0,
mcr_lter4_fringingreef_pole5-6_qu7_20060418,Garrett,LTER4,Fringing Reef,5,7,2006,LTER4-Fringing Reef-2006-P5,LTER4-Fringing Reef-2006-P5-Q7,Massive Porites,2.061,0.737,3,LTER4-Fringing Reef-2006-P5-Q7-coral3,0,0,0,Yes,No,0,
mcr_lter5_fringingreef_pole4-5_qu4_20060421,Garrett,LTER5,Fringing Reef,4,4,2006,LTER5-Fringing Reef-2006-P4,LTER5-Fringing Reef-2006-P4-Q4,Massive Porites,8.068,4.935,2,LTER5-Fringing Reef-2006-P4-Q4-coral2,0,0,0,Yes,No,0,
mcr_lter3_fringingreef_pole2-3_qu8_20060418,Rebecca,LTER3,Fringing Reef,2,8,2006,LTER3-Fringing Reef-2006-P2,LTER3-Fringing Reef-2006-P2-Q8,Massive Porites,4.517,2.829,3,LTER3-Fringing Reef-2006-P2-Q8-coral3,0,0,1,Yes,No,0,
mcr_lter3_fringingreef_pole3-4_qu1_20060418,Rebecca,LTER3,Fringing Reef,3,1,2006,LTER3-Fringing Reef-2006-P3,LTER3-Fringing Reef-2006-P3-Q1,Massive Porites,4.624,3.075,2,LTER3-Fringing Reef-2006-P3-Q1-coral2,0,0,3,Yes,No,0,
mcr_lter3_fringingreef_pole3-4_qu6_20060418,Rebecca,LTER3,Fringing Reef,3,6,2006,LTER3-Fringing Reef-2006-P3,LTER3-Fringing Reef-2006-P3-Q6,Massive Porites,2.429,1.519,3,LTER3-Fringing Reef-2006-P3-Q6-coral3,0,0,0,Yes,No,0,
mcr_lter3_fringingreef_pole3-4_qu7_20060418,Rebecca,LTER3,Fringing Reef,3,7,2006,LTER3-Fringing Reef-2006-P3,LTER3-Fringing Reef-2006-P3-Q7,Massive Porites,2.755,0.853,1,LTER3-Fringing Reef-2006-P3-Q7-coral1,0,0,0,Yes,No,0,
mcr_lter3_fringingreef_pole3-4_qu8_20060418,Rebecca,LTER3,Fringing Reef,3,8,2006,LTER3-Fringing Reef-2006-P3,LTER3-Fringing Reef-2006-P3-Q8,Massive Porites,5.277,1.904,1,LTER3-Fringing Reef-2006-P3-Q8-coral1,0,0,4,Yes,No,0,
mcr_lter3_fringingreef_pole3-4_qu8_20060418,Rebecca,LTER3,Fringing Reef,3,8,2006,LTER3-Fringing Reef-2006-P3,LTER3-Fringing Reef-2006-P3-Q8,Massive Porites,3.404,0.764,2,LTER3-Fringing Reef-2006-P3-Q8-coral2,0,0,0,Yes,No,0,
mcr_lter3_fringingreef_pole4-5_qu2_20060418,Rebecca,LTER3,Fringing Reef,4,2,2006,LTER3-Fringing Reef-2006-P4,LTER3-Fringing Reef-2006-P4-Q2,Massive Porites,4.433,0.538,1,LTER3-Fringing Reef-2006-P4-Q2-coral1,0,0,1,Yes,No,0,
mcr_lter3_fringingreef_pole4-5_qu3_20060418,Rebecca,LTER3,Fringing Reef,4,3,2006,LTER3-Fringing Reef-2006-P4,LTER3-Fringing Reef-2006-P4-Q3,Massive Porites,4.149,0.459,2,LTER3-Fringing Reef-2006-P4-Q3-coral2,0,0,0,Yes,No,0,
mcr_lter3_fringingreef_pole1-2_qu3_20060418,Rebecca,LTER3,Fringing Reef,1,3,2006,LTER3-Fringing Reef-2006-P1,LTER3-Fringing Reef-2006-P1-Q3,Massive Porites,2.987,1.835,3,LTER3-Fringing Reef-2006-P1-Q3-coral3,0,0,0,Yes,No,0,
mcr_lter3_fringingreef_pole1-2_qu3_20060418,Rebecca,LTER3,Fringing Reef,1,3,2006,LTER3-Fringing Reef-2006-P1,LTER3-Fringing Reef-2006-P1-Q3,Massive Porites,5.306,0.552,4,LTER3-Fringing Reef-2006-P1-Q3-coral4,0,0,1,Yes,No,0,
mcr_lter3_fringingreef_pole1-2_qu3_20060418,Rebecca,LTER3,Fringing Reef,1,3,2006,LTER3-Fringing Reef-2006-P1,LTER3-Fringing Reef-2006-P1-Q3,Massive Porites,2.826,1.306,5,LTER3-Fringing Reef-2006-P1-Q3-coral5,0,0,0,Yes,Yes,0,
mcr_lter3_fringingreef_pole4-5_qu4_20060418,Rebecca,LTER3,Fringing Reef,4,4,2006,LTER3-Fringing Reef-2006-P4,LTER3-Fringing Reef-2006-P4-Q4,Massive Porites,4.277,2.054,1,LTER3-Fringing Reef-2006-P4-Q4-coral1,0,0,0,Yes,No,0,
mcr_lter3_fringingreef_pole4-5_qu4_20060418,Rebecca,LTER3,Fringing Reef,4,4,2006,LTER3-Fringing Reef-2006-P4,LTER3-Fringing Reef-2006-P4-Q4,Massive Porites,2.617,1.091,2,LTER3-Fringing Reef-2006-P4-Q4-coral2,0,0,0,Yes,Yes,0,
mcr_lter3_fringingreef_pole5-6_qu7_20060418,Rebecca,LTER3,Fringing Reef,5,7,2006,LTER3-Fringing Reef-2006-P5,LTER3-Fringing Reef-2006-P5-Q7,Massive Porites,4.426,2.765,2,LTER3-Fringing Reef-2006-P5-Q7-coral2,0,0,0,Yes,No,0,
mcr_lter3_fringingreef_pole5-6_qu7_20060418,Rebecca,LTER3,Fringing Reef,5,7,2006,LTER3-Fringing Reef-2006-P5,LTER3-Fringing Reef-2006-P5-Q7,Massive Porites,8.422,3.059,3,LTER3-Fringing Reef-2006-P5-Q7-coral3,0,0,0,Yes,Yes,0,
mcr_lter3_fringingreef_pole5-6_qu7_20060418,Rebecca,LTER3,Fringing Reef,5,7,2006,LTER3-Fringing Reef-2006-P5,LTER3-Fringing Reef-2006-P5-Q7,Massive Porites,3.121,1.045,5,LTER3-Fringing Reef-2006-P5-Q7-coral5,0,0,1,Yes,No,0,
mcr_lter3_fringingreef_pole5-6_qu8_20060418,Rebecca,LTER3,Fringing Reef,5,8,2006,LTER3-Fringing Reef-2006-P5,LTER3-Fringing Reef-2006-P5-Q8,Massive Porites,6.637,1.154,4,LTER3-Fringing Reef-2006-P5-Q8-coral4,0,0,0,Yes,Yes,0,
mcr_lter3_fringingreef_pole5-6_qu8_20060418,Rebecca,LTER3,Fringing Reef,5,8,2006,LTER3-Fringing Reef-2006-P5,LTER3-Fringing Reef-2006-P5-Q8,Massive Porites,2.086,1.167,5,LTER3-Fringing Reef-2006-P5-Q8-coral5,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole1-2_qu1_20130408-1,Rebecca,LTER1,Fringing Reef,1,1,2013,LTER1-Fringing Reef-2013-P1,LTER1-Fringing Reef-2013-P1-Q1,Massive Porites,9.304,2.688,2,LTER1-Fringing Reef-2013-P1-Q1-coral2,0,0,1,Yes,Yes,0,
mcr_lter1_fringingreef_pole1-2_qu1_20130408-1,Rebecca,LTER1,Fringing Reef,1,1,2013,LTER1-Fringing Reef-2013-P1,LTER1-Fringing Reef-2013-P1-Q1,Massive Porites,5.636,5.088,3,LTER1-Fringing Reef-2013-P1-Q1-coral3,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole1-2_qu1_20130408-1,Rebecca,LTER1,Fringing Reef,1,1,2013,LTER1-Fringing Reef-2013-P1,LTER1-Fringing Reef-2013-P1-Q1,Massive Porites,4.665,3.152,4,LTER1-Fringing Reef-2013-P1-Q1-coral4,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole1-2_qu1_20130408-1,Rebecca,LTER1,Fringing Reef,1,1,2013,LTER1-Fringing Reef-2013-P1,LTER1-Fringing Reef-2013-P1-Q1,Massive Porites,5.074,2.324,5,LTER1-Fringing Reef-2013-P1-Q1-coral5,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole1-2_qu1_20130408-1,Rebecca,LTER1,Fringing Reef,1,1,2013,LTER1-Fringing Reef-2013-P1,LTER1-Fringing Reef-2013-P1-Q1,Massive Porites,4.226,1.918,6,LTER1-Fringing Reef-2013-P1-Q1-coral6,0,0,1,Yes,No,0,
mcr_lter1_fringingreef_pole1-2_qu2_20130408-1,Rebecca,LTER1,Fringing Reef,1,2,2013,LTER1-Fringing Reef-2013-P1,LTER1-Fringing Reef-2013-P1-Q2,Massive Porites,11.129,8.378,1,LTER1-Fringing Reef-2013-P1-Q2-coral1,0,0,2,Yes,Yes,0,
mcr_lter1_fringingreef_pole1-2_qu4_20130408-1,Rebecca,LTER1,Fringing Reef,1,4,2013,LTER1-Fringing Reef-2013-P1,LTER1-Fringing Reef-2013-P1-Q4,Massive Porites,5.587,4.855,1,LTER1-Fringing Reef-2013-P1-Q4-coral1,0,0,39,Yes,Yes,0,
mcr_lter1_fringingreef_pole1-2_qu5_20130408-1,Rebecca,LTER1,Fringing Reef,1,5,2013,LTER1-Fringing Reef-2013-P1,LTER1-Fringing Reef-2013-P1-Q5,Massive Porites,5.995,2.569,2,LTER1-Fringing Reef-2013-P1-Q5-coral2,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole1-2_qu6_20130408-1,Rebecca,LTER1,Fringing Reef,1,6,2013,LTER1-Fringing Reef-2013-P1,LTER1-Fringing Reef-2013-P1-Q6,Massive Porites,2.520,0.652,1,LTER1-Fringing Reef-2013-P1-Q6-coral1,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole1-2_qu7_20130408-1,Rebecca,LTER1,Fringing Reef,1,7,2013,LTER1-Fringing Reef-2013-P1,LTER1-Fringing Reef-2013-P1-Q7,Massive Porites,4.708,2.872,1,LTER1-Fringing Reef-2013-P1-Q7-coral1,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole1-2_qu7_20130408-1,Rebecca,LTER1,Fringing Reef,1,7,2013,LTER1-Fringing Reef-2013-P1,LTER1-Fringing Reef-2013-P1-Q7,Massive Porites,3.162,0.975,2,LTER1-Fringing Reef-2013-P1-Q7-coral2,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole1-2_qu7_20130408-1,Rebecca,LTER1,Fringing Reef,1,7,2013,LTER1-Fringing Reef-2013-P1,LTER1-Fringing Reef-2013-P1-Q7,Massive Porites,2.430,1.161,3,LTER1-Fringing Reef-2013-P1-Q7-coral3,0,0,1,Yes,No,0,
mcr_lter1_fringingreef_pole1-2_qu8_20130408-1,Rebecca,LTER1,Fringing Reef,1,8,2013,LTER1-Fringing Reef-2013-P1,LTER1-Fringing Reef-2013-P1-Q8,Massive Porites,2.438,1.882,1,LTER1-Fringing Reef-2013-P1-Q8-coral1,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole1-2_qu8_20130408-1,Rebecca,LTER1,Fringing Reef,1,8,2013,LTER1-Fringing Reef-2013-P1,LTER1-Fringing Reef-2013-P1-Q8,Massive Porites,2.026,1.361,2,LTER1-Fringing Reef-2013-P1-Q8-coral2,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole1-2_qu8_20130408-1,Rebecca,LTER1,Fringing Reef,1,8,2013,LTER1-Fringing Reef-2013-P1,LTER1-Fringing Reef-2013-P1-Q8,Massive Porites,2.231,1.810,3,LTER1-Fringing Reef-2013-P1-Q8-coral3,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole1-2_qu8_20130408-1,Rebecca,LTER1,Fringing Reef,1,8,2013,LTER1-Fringing Reef-2013-P1,LTER1-Fringing Reef-2013-P1-Q8,Massive Porites,2.021,1.086,4,LTER1-Fringing Reef-2013-P1-Q8-coral4,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole1-2_qu8_20130408-1,Rebecca,LTER1,Fringing Reef,1,8,2013,LTER1-Fringing Reef-2013-P1,LTER1-Fringing Reef-2013-P1-Q8,Massive Porites,4.129,2.183,5,LTER1-Fringing Reef-2013-P1-Q8-coral5,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole1-2_qu8_20130408-1,Rebecca,LTER1,Fringing Reef,1,8,2013,LTER1-Fringing Reef-2013-P1,LTER1-Fringing Reef-2013-P1-Q8,Massive Porites,6.153,2.404,6,LTER1-Fringing Reef-2013-P1-Q8-coral6,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole1-2_qu8_20130408-1,Rebecca,LTER1,Fringing Reef,1,8,2013,LTER1-Fringing Reef-2013-P1,LTER1-Fringing Reef-2013-P1-Q8,Massive Porites,6.103,2.118,7,LTER1-Fringing Reef-2013-P1-Q8-coral7,0,0,0,Yes,Yes,0,
mcr_lter1_fringingreef_pole1-2_qu8_20130408-1,Rebecca,LTER1,Fringing Reef,1,8,2013,LTER1-Fringing Reef-2013-P1,LTER1-Fringing Reef-2013-P1-Q8,Massive Porites,5.702,2.119,8,LTER1-Fringing Reef-2013-P1-Q8-coral8,0,0,0,Yes,Yes,0,
mcr_lter1_fringingreef_pole2-3_qu1_20130408-1,Rebecca,LTER1,Fringing Reef,2,1,2013,LTER1-Fringing Reef-2013-P2,LTER1-Fringing Reef-2013-P2-Q1,Massive Porites,3.014,1.903,1,LTER1-Fringing Reef-2013-P2-Q1-coral1,0,0,0,Yes,Yes,0,
mcr_lter1_fringingreef_pole2-3_qu4_20130408-1,Rebecca,LTER1,Fringing Reef,2,4,2013,LTER1-Fringing Reef-2013-P2,LTER1-Fringing Reef-2013-P2-Q4,Massive Porites,4.491,1.747,1,LTER1-Fringing Reef-2013-P2-Q4-coral1,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole2-3_qu4_20130408-1,Rebecca,LTER1,Fringing Reef,2,4,2013,LTER1-Fringing Reef-2013-P2,LTER1-Fringing Reef-2013-P2-Q4,Massive Porites,2.511,2.319,2,LTER1-Fringing Reef-2013-P2-Q4-coral2,0,0,2,Yes,No,0,
mcr_lter1_fringingreef_pole2-3_qu4_20130408-1,Rebecca,LTER1,Fringing Reef,2,4,2013,LTER1-Fringing Reef-2013-P2,LTER1-Fringing Reef-2013-P2-Q4,Massive Porites,2.280,1.469,3,LTER1-Fringing Reef-2013-P2-Q4-coral3,0,0,0,Yes,Yes,0,
mcr_lter1_fringingreef_pole2-3_qu4_20130408-1,Rebecca,LTER1,Fringing Reef,2,4,2013,LTER1-Fringing Reef-2013-P2,LTER1-Fringing Reef-2013-P2-Q4,Massive Porites,2.795,1.611,4,LTER1-Fringing Reef-2013-P2-Q4-coral4,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole2-3_qu4_20130408-1,Rebecca,LTER1,Fringing Reef,2,4,2013,LTER1-Fringing Reef-2013-P2,LTER1-Fringing Reef-2013-P2-Q4,Massive Porites,2.049,1.801,5,LTER1-Fringing Reef-2013-P2-Q4-coral5,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole2-3_qu4_20130408-1,Rebecca,LTER1,Fringing Reef,2,4,2013,LTER1-Fringing Reef-2013-P2,LTER1-Fringing Reef-2013-P2-Q4,Massive Porites,2.662,1.578,6,LTER1-Fringing Reef-2013-P2-Q4-coral6,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole2-3_qu4_20130408-1,Rebecca,LTER1,Fringing Reef,2,4,2013,LTER1-Fringing Reef-2013-P2,LTER1-Fringing Reef-2013-P2-Q4,Massive Porites,2.059,1.015,7,LTER1-Fringing Reef-2013-P2-Q4-coral7,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole2-3_qu6_20130408-1,Rebecca,LTER1,Fringing Reef,2,6,2013,LTER1-Fringing Reef-2013-P2,LTER1-Fringing Reef-2013-P2-Q6,Massive Porites,7.380,1.977,1,LTER1-Fringing Reef-2013-P2-Q6-coral1,0,0,8,Yes,No,0,
mcr_lter1_fringingreef_pole2-3_qu6_20130408-1,Rebecca,LTER1,Fringing Reef,2,6,2013,LTER1-Fringing Reef-2013-P2,LTER1-Fringing Reef-2013-P2-Q6,Massive Porites,3.401,1.911,2,LTER1-Fringing Reef-2013-P2-Q6-coral2,0,0,1,Yes,No,0,
mcr_lter1_fringingreef_pole3-4_qu3_20130408-2,Rebecca,LTER1,Fringing Reef,3,3,2013,LTER1-Fringing Reef-2013-P3,LTER1-Fringing Reef-2013-P3-Q3,Massive Porites,4.349,2.705,1,LTER1-Fringing Reef-2013-P3-Q3-coral1,0,0,1,Yes,No,0,
mcr_lter1_fringingreef_pole3-4_qu4_20130408-1,Rebecca,LTER1,Fringing Reef,3,4,2013,LTER1-Fringing Reef-2013-P3,LTER1-Fringing Reef-2013-P3-Q4,Massive Porites,3.589,2.983,1,LTER1-Fringing Reef-2013-P3-Q4-coral1,0,0,1,Yes,No,0,
mcr_lter1_fringingreef_pole3-4_qu6_20130408-1,Rebecca,LTER1,Fringing Reef,3,6,2013,LTER1-Fringing Reef-2013-P3,LTER1-Fringing Reef-2013-P3-Q6,Massive Porites,10.193,2.591,1,LTER1-Fringing Reef-2013-P3-Q6-coral1,0,0,0,Yes,Yes,0,
mcr_lter1_fringingreef_pole3-4_qu6_20130408-1,Rebecca,LTER1,Fringing Reef,3,6,2013,LTER1-Fringing Reef-2013-P3,LTER1-Fringing Reef-2013-P3-Q6,Massive Porites,3.046,1.158,2,LTER1-Fringing Reef-2013-P3-Q6-coral2,0,0,0,Yes,Yes,0,
mcr_lter1_fringingreef_pole3-4_qu6_20130408-1,Rebecca,LTER1,Fringing Reef,3,6,2013,LTER1-Fringing Reef-2013-P3,LTER1-Fringing Reef-2013-P3-Q6,Massive Porites,2.753,1.549,3,LTER1-Fringing Reef-2013-P3-Q6-coral3,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole3-4_qu7_20130408-1,Rebecca,LTER1,Fringing Reef,3,7,2013,LTER1-Fringing Reef-2013-P3,LTER1-Fringing Reef-2013-P3-Q7,Massive Porites,4.396,1.264,1,LTER1-Fringing Reef-2013-P3-Q7-coral1,0,0,0,Yes,Yes,0,
mcr_lter1_fringingreef_pole3-4_qu8_20130408-1,Rebecca,LTER1,Fringing Reef,3,8,2013,LTER1-Fringing Reef-2013-P3,LTER1-Fringing Reef-2013-P3-Q8,Massive Porites,4.249,0.570,2,LTER1-Fringing Reef-2013-P3-Q8-coral2,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole3-4_qu8_20130408-1,Rebecca,LTER1,Fringing Reef,3,8,2013,LTER1-Fringing Reef-2013-P3,LTER1-Fringing Reef-2013-P3-Q8,Massive Porites,2.100,1.831,3,LTER1-Fringing Reef-2013-P3-Q8-coral3,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole3-4_qu8_20130408-1,Rebecca,LTER1,Fringing Reef,3,8,2013,LTER1-Fringing Reef-2013-P3,LTER1-Fringing Reef-2013-P3-Q8,Massive Porites,3.873,1.536,4,LTER1-Fringing Reef-2013-P3-Q8-coral4,0,0,1,Yes,No,0,
mcr_lter1_fringingreef_pole3-4_qu8_20130408-1,Rebecca,LTER1,Fringing Reef,3,8,2013,LTER1-Fringing Reef-2013-P3,LTER1-Fringing Reef-2013-P3-Q8,Massive Porites,6.133,2.546,5,LTER1-Fringing Reef-2013-P3-Q8-coral5,0,0,2,Yes,Yes,0,
mcr_lter1_fringingreef_pole4-5_qu2_20130408-1,Rebecca,LTER1,Fringing Reef,4,2,2013,LTER1-Fringing Reef-2013-P4,LTER1-Fringing Reef-2013-P4-Q2,Massive Porites,3.827,3.104,1,LTER1-Fringing Reef-2013-P4-Q2-coral1,0,0,2,Yes,No,0,
mcr_lter1_fringingreef_pole4-5_qu2_20130408-1,Rebecca,LTER1,Fringing Reef,4,2,2013,LTER1-Fringing Reef-2013-P4,LTER1-Fringing Reef-2013-P4-Q2,Massive Porites,3.509,1.974,2,LTER1-Fringing Reef-2013-P4-Q2-coral2,0,0,0,Yes,Yes,0,
mcr_lter1_fringingreef_pole4-5_qu4_20130408-1,Rebecca,LTER1,Fringing Reef,4,4,2013,LTER1-Fringing Reef-2013-P4,LTER1-Fringing Reef-2013-P4-Q4,Massive Porites,4.944,3.800,1,LTER1-Fringing Reef-2013-P4-Q4-coral1,0,0,0,Yes,Yes,0,
mcr_lter1_fringingreef_pole4-5_qu5_20130408-1,Rebecca,LTER1,Fringing Reef,4,5,2013,LTER1-Fringing Reef-2013-P4,LTER1-Fringing Reef-2013-P4-Q5,Massive Porites,7.293,3.266,1,LTER1-Fringing Reef-2013-P4-Q5-coral1,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole4-5_qu5_20130408-1,Rebecca,LTER1,Fringing Reef,4,5,2013,LTER1-Fringing Reef-2013-P4,LTER1-Fringing Reef-2013-P4-Q5,Massive Porites,5.291,3.263,2,LTER1-Fringing Reef-2013-P4-Q5-coral2,0,0,1,Yes,No,0,
mcr_lter1_fringingreef_pole4-5_qu5_20130408-1,Rebecca,LTER1,Fringing Reef,4,5,2013,LTER1-Fringing Reef-2013-P4,LTER1-Fringing Reef-2013-P4-Q5,Massive Porites,2.547,1.418,3,LTER1-Fringing Reef-2013-P4-Q5-coral3,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole4-5_qu5_20130408-1,Rebecca,LTER1,Fringing Reef,4,5,2013,LTER1-Fringing Reef-2013-P4,LTER1-Fringing Reef-2013-P4-Q5,Massive Porites,2.014,1.200,5,LTER1-Fringing Reef-2013-P4-Q5-coral5,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole4-5_qu5_20130408-1,Rebecca,LTER1,Fringing Reef,4,5,2013,LTER1-Fringing Reef-2013-P4,LTER1-Fringing Reef-2013-P4-Q5,Massive Porites,3.444,1.506,9,LTER1-Fringing Reef-2013-P4-Q5-coral9,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole4-5_qu5_20130408-1,Rebecca,LTER1,Fringing Reef,4,5,2013,LTER1-Fringing Reef-2013-P4,LTER1-Fringing Reef-2013-P4-Q5,Massive Porites,3.934,2.685,10,LTER1-Fringing Reef-2013-P4-Q5-coral10,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole4-5_qu6_20130408-1,Rebecca,LTER1,Fringing Reef,4,6,2013,LTER1-Fringing Reef-2013-P4,LTER1-Fringing Reef-2013-P4-Q6,Massive Porites,4.559,2.814,2,LTER1-Fringing Reef-2013-P4-Q6-coral2,0,0,1,Yes,No,0,
mcr_lter1_fringingreef_pole5-6_qu1_20130408-1,Rebecca,LTER1,Fringing Reef,5,1,2013,LTER1-Fringing Reef-2013-P5,LTER1-Fringing Reef-2013-P5-Q1,Massive Porites,3.960,1.240,1,LTER1-Fringing Reef-2013-P5-Q1-coral1,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole5-6_qu1_20130408-1,Rebecca,LTER1,Fringing Reef,5,1,2013,LTER1-Fringing Reef-2013-P5,LTER1-Fringing Reef-2013-P5-Q1,Massive Porites,2.788,2.517,2,LTER1-Fringing Reef-2013-P5-Q1-coral2,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole5-6_qu2_20130408-1,Rebecca,LTER1,Fringing Reef,5,2,2013,LTER1-Fringing Reef-2013-P5,LTER1-Fringing Reef-2013-P5-Q2,Massive Porites,5.185,3.729,1,LTER1-Fringing Reef-2013-P5-Q2-coral1,0,0,0,Yes,Yes,0,
mcr_lter1_fringingreef_pole5-6_qu2_20130408-1,Rebecca,LTER1,Fringing Reef,5,2,2013,LTER1-Fringing Reef-2013-P5,LTER1-Fringing Reef-2013-P5-Q2,Massive Porites,4.326,2.332,2,LTER1-Fringing Reef-2013-P5-Q2-coral2,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole5-6_qu4_20130408-1,Rebecca,LTER1,Fringing Reef,5,4,2013,LTER1-Fringing Reef-2013-P5,LTER1-Fringing Reef-2013-P5-Q4,Massive Porites,2.610,1.802,1,LTER1-Fringing Reef-2013-P5-Q4-coral1,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole5-6_qu7_20130408-1,Rebecca,LTER1,Fringing Reef,5,7,2013,LTER1-Fringing Reef-2013-P5,LTER1-Fringing Reef-2013-P5-Q7,Massive Porites,2.782,1.208,1,LTER1-Fringing Reef-2013-P5-Q7-coral1,0,0,0,Yes,No,0,
