Photo Name,Name,Site,Habitat,Pole,Quad,Year,Pole ID,Quad ID,Genus,Surface.area.cm2,Wide.Diameter.cm,Perp.Diameter.cm,Coral Number,Coral ID,No.Branches,No.Bitten.Branches,No.Scars.Massive.Corals,Part.Dead.Colony,Out.of.frame,No.Macroborers,Notes
mcr_lter1_fringingreef_pole1-2_qu1_20100411,Rebecca,LTER1,Fringing Reef,1,1,2010,LTER1-Fringing Reef-2010-P1,LTER1-Fringing Reef-2010-P1-Q1,Massive Porites,28.873,7.12,5.424,7,LTER1-Fringing Reef-2010-P1-Q1-coral7,0,0,0,Yes,No,0,"scale set with ruler, not transect tape"
mcr_lter1_fringingreef_pole1-2_qu1_20100411,Rebecca,LTER1,Fringing Reef,1,1,2010,LTER1-Fringing Reef-2010-P1,LTER1-Fringing Reef-2010-P1-Q1,Massive Porites,5.373,3.414,1.691,8,LTER1-Fringing Reef-2010-P1-Q1-coral8,0,0,0,Yes,No,0,"scale set with ruler, not transect tape"
mcr_lter1_fringingreef_pole1-2_qu1_20100411,Rebecca,LTER1,Fringing Reef,1,1,2010,LTER1-Fringing Reef-2010-P1,LTER1-Fringing Reef-2010-P1-Q1,Massive Porites,12.762,-,-,9,LTER1-Fringing Reef-2010-P1-Q1-coral8,0,0,0,Yes,Yes,0,"scale set with ruler, not transect tape"
mcr_lter1_fringingreef_pole1-2_qu1_20130408-1,Rebecca,LTER1,Fringing Reef,1,1,2013,LTER1-Fringing Reef-2013-P1,LTER1-Fringing Reef-2013-P1-Q1,Massive Porites,386.336,29.149,17.055,1,LTER1-Fringing Reef-2013-P1-Q1-coral1,0,0,6,Yes,Yes,3,"scale set with ruler, not transect tape"
mcr_lter1_fringingreef_pole1-2_qu1_20130408-1,Rebecca,LTER1,Fringing Reef,1,1,2013,LTER1-Fringing Reef-2013-P1,LTER1-Fringing Reef-2013-P1-Q1,Massive Porites,23.625,9.304,2.688,2,LTER1-Fringing Reef-2013-P1-Q1-coral2,0,0,1,Yes,Yes,0,"scale set with ruler, not transect tape"
mcr_lter1_fringingreef_pole1-2_qu1_20130408-1,Rebecca,LTER1,Fringing Reef,1,1,2013,LTER1-Fringing Reef-2013-P1,LTER1-Fringing Reef-2013-P1-Q1,Massive Porites,19.793,5.636,5.088,3,LTER1-Fringing Reef-2013-P1-Q1-coral3,0,0,0,Yes,No,0,"scale set with ruler, not transect tape"
mcr_lter1_fringingreef_pole1-2_qu1_20130408-1,Rebecca,LTER1,Fringing Reef,1,1,2013,LTER1-Fringing Reef-2013-P1,LTER1-Fringing Reef-2013-P1-Q1,Massive Porites,8.807,4.665,3.152,4,LTER1-Fringing Reef-2013-P1-Q1-coral4,0,0,0,Yes,No,0,"scale set with ruler, not transect tape"
mcr_lter1_fringingreef_pole1-2_qu1_20130408-1,Rebecca,LTER1,Fringing Reef,1,1,2013,LTER1-Fringing Reef-2013-P1,LTER1-Fringing Reef-2013-P1-Q1,Massive Porites,11.835,5.074,2.324,5,LTER1-Fringing Reef-2013-P1-Q1-coral5,0,0,0,Yes,No,0,"scale set with ruler, not transect tape"
mcr_lter1_fringingreef_pole1-2_qu1_20130408-1,Rebecca,LTER1,Fringing Reef,1,1,2013,LTER1-Fringing Reef-2013-P1,LTER1-Fringing Reef-2013-P1-Q1,Massive Porites,6.006,4.226,1.918,6,LTER1-Fringing Reef-2013-P1-Q1-coral6,0,0,1,Yes,No,0,"scale set with ruler, not transect tape"
mcr_lter1_fringingreef_pole1-2_qu2_20060417,Rebecca,LTER1,Fringing Reef,1,2,2006,LTER1-Fringing Reef-2006-P1,LTER1-Fringing Reef-2006-P1-Q2,Massive Porites,87.498,21.662,8.243,1,LTER1-Fringing Reef-2006-P1-Q2-coral1,0,0,0,Yes,Yes,0,
mcr_lter1_fringingreef_pole1-2_qu2_20060417,Rebecca,LTER1,Fringing Reef,1,2,2006,LTER1-Fringing Reef-2006-P1,LTER1-Fringing Reef-2006-P1-Q2,Massive Porites,92.88,11.91,2.6,2,LTER1-Fringing Reef-2006-P1-Q2-coral2,0,0,2,Yes,Yes,4,
mcr_lter1_fringingreef_pole1-2_qu2_20060417,Rebecca,LTER1,Fringing Reef,1,2,2006,LTER1-Fringing Reef-2006-P1,LTER1-Fringing Reef-2006-P1-Q2,Massive Porites,21.124,18.16,13.141,3,LTER1-Fringing Reef-2006-P1-Q2-coral3,0,0,9,Yes,Yes,3,
mcr_lter1_fringingreef_pole1-2_qu2_20130408-1,Rebecca,LTER1,Fringing Reef,1,2,2013,LTER1-Fringing Reef-2013-P1,LTER1-Fringing Reef-2013-P1-Q2,Massive Porites,68.262,11.129,8.378,1,LTER1-Fringing Reef-2013-P1-Q2-coral1,0,0,2,Yes,Yes,0,
mcr_lter1_fringingreef_pole1-2_qu3_20100411,Rebecca,LTER1,Fringing Reef,1,3,2010,LTER1-Fringing Reef-2010-P1,LTER1-Fringing Reef-2010-P1-Q3,Massive Porites,26.806,10.487,2.405,1,LTER1-Fringing Reef-2010-P1-Q3-coral1,0,0,1,Yes,No,2,thin scrap-like scars
mcr_lter1_fringingreef_pole1-2_qu3_20100411,Rebecca,LTER1,Fringing Reef,1,3,2010,LTER1-Fringing Reef-2010-P1,LTER1-Fringing Reef-2010-P1-Q3,Massive Porites,3.464,2.055,1.861,2,LTER1-Fringing Reef-2010-P1-Q3-coral2,0,0,1,Yes,No,0,
mcr_lter1_fringingreef_pole1-2_qu3_20100411,Rebecca,LTER1,Fringing Reef,1,3,2010,LTER1-Fringing Reef-2010-P1,LTER1-Fringing Reef-2010-P1-Q3,Massive Porites,2.354,3.245,1.002,3,LTER1-Fringing Reef-2010-P1-Q3-coral3,0,0,0,Yes,Yes,0,
mcr_lter1_fringingreef_pole1-2_qu3_20100411,Rebecca,LTER1,Fringing Reef,1,3,2010,LTER1-Fringing Reef-2010-P1,LTER1-Fringing Reef-2010-P1-Q3,Massive Porites,5.175,3.682,1.918,4,LTER1-Fringing Reef-2010-P1-Q3-coral4,0,0,0,Yes,Yes,0,
mcr_lter1_fringingreef_pole1-2_qu3_20100411,Rebecca,LTER1,Fringing Reef,1,3,2010,LTER1-Fringing Reef-2010-P1,LTER1-Fringing Reef-2010-P1-Q3,Massive Porites,11.043,6.911,2.502,5,LTER1-Fringing Reef-2010-P1-Q3-coral5,0,0,0,Yes,Yes,0,thin scrap-like scars
mcr_lter1_fringingreef_pole1-2_qu3_20100411,Rebecca,LTER1,Fringing Reef,1,3,2010,LTER1-Fringing Reef-2010-P1,LTER1-Fringing Reef-2010-P1-Q3,Massive Porites,7.065,3.896,2.352,6,LTER1-Fringing Reef-2010-P1-Q3-coral6,0,0,0,Yes,No,0,thin scrap-like scars
mcr_lter1_fringingreef_pole1-2_qu4_20060417,Rebecca,LTER1,Fringing Reef,1,4,2006,LTER1-Fringing Reef-2006-P1,LTER1-Fringing Reef-2006-P1-Q4,Massive Porites,12.877,7.289,0.975,1,LTER1-Fringing Reef-2006-P1-Q4-coral1,0,0,1,Yes,No,0,
mcr_lter1_fringingreef_pole1-2_qu4_20060417,Rebecca,LTER1,Fringing Reef,1,4,2006,LTER1-Fringing Reef-2006-P1,LTER1-Fringing Reef-2006-P1-Q4,Massive Porites,2.006,2.361,0.927,2,LTER1-Fringing Reef-2006-P1-Q4-coral2,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole1-2_qu4_20130408-1,Rebecca,LTER1,Fringing Reef,1,4,2013,LTER1-Fringing Reef-2013-P1,LTER1-Fringing Reef-2013-P1-Q4,Massive Porites,20.633,5.587,4.855,1,LTER1-Fringing Reef-2013-P1-Q4-coral1,0,0,39,Yes,Yes,0,
mcr_lter1_fringingreef_pole1-2_qu5_20060417,Rebecca,LTER1,Fringing Reef,1,5,2006,LTER1-Fringing Reef-2006-P1,LTER1-Fringing Reef-2006-P1-Q5,Massive Porites,36.737,22.271,8.58,1,LTER1-Fringing Reef-2006-P1-Q5-coral1,0,0,4,Yes,Yes,3,
mcr_lter1_fringingreef_pole1-2_qu5_20060417,Rebecca,LTER1,Fringing Reef,1,5,2006,LTER1-Fringing Reef-2006-P1,LTER1-Fringing Reef-2006-P1-Q5,Massive Porites,1.671,3.794,1.926,2,LTER1-Fringing Reef-2006-P1-Q5-coral2,0,0,1,Yes,No,0,
mcr_lter1_fringingreef_pole1-2_qu5_20100411,Rebecca,LTER1,Fringing Reef,1,5,2010,LTER1-Fringing Reef-2010-P1,LTER1-Fringing Reef-2010-P1-Q5,Massive Porites,162.106,18.364,12.556,1,LTER1-Fringing Reef-2010-P1-Q5-coral1,0,0,9,Yes,Yes,5,thin scrap-like scars
mcr_lter1_fringingreef_pole1-2_qu5_20100411,Rebecca,LTER1,Fringing Reef,1,5,2010,LTER1-Fringing Reef-2010-P1,LTER1-Fringing Reef-2010-P1-Q5,Massive Porites,4.915,3.056,1.428,2,LTER1-Fringing Reef-2010-P1-Q5-coral2,0,0,5,Yes,No,0,
mcr_lter1_fringingreef_pole1-2_qu5_20130408-1,Rebecca,LTER1,Fringing Reef,1,5,2013,LTER1-Fringing Reef-2013-P1,LTER1-Fringing Reef-2013-P1-Q5,Massive Porites,16.068,5.995,2.569,1,LTER1-Fringing Reef-2013-P1-Q5-coral2,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole1-2_qu6_20100411,Rebecca,LTER1,Fringing Reef,1,6,2010,LTER1-Fringing Reef-2010-P1,LTER1-Fringing Reef-2010-P1-Q6,Massive Porites,88.369,26.255,2.658,1,LTER1-Fringing Reef-2010-P1-Q6-coral11,0,0,3,Yes,Yes,0,
mcr_lter1_fringingreef_pole1-2_qu6_20100411,Rebecca,LTER1,Fringing Reef,1,6,2010,LTER1-Fringing Reef-2010-P1,LTER1-Fringing Reef-2010-P1-Q6,Massive Porites,7.184,5.043,1.882,2,LTER1-Fringing Reef-2010-P1-Q6-coral14,0,0,0,Yes,Yes,0,
mcr_lter1_fringingreef_pole1-2_qu6_20130408-1,Rebecca,LTER1,Fringing Reef,1,6,2013,LTER1-Fringing Reef-2013-P1,LTER1-Fringing Reef-2013-P1-Q6,Massive Porites,1.989,2.52,0.652,1,LTER1-Fringing Reef-2013-P1-Q6-coral1,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole1-2_qu7_20100411,Rebecca,LTER1,Fringing Reef,1,7,2010,LTER1-Fringing Reef-2010-P1,LTER1-Fringing Reef-2010-P1-Q7,Massive Porites,18.467,6.031,3.374,1,LTER1-Fringing Reef-2010-P1-Q7-coral1,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole1-2_qu7_20100411,Rebecca,LTER1,Fringing Reef,1,7,2010,LTER1-Fringing Reef-2010-P1,LTER1-Fringing Reef-2010-P1-Q7,Massive Porites,10.076,8.173,3.547,2,LTER1-Fringing Reef-2010-P1-Q7-coral2,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole1-2_qu7_20100411,Rebecca,LTER1,Fringing Reef,1,7,2010,LTER1-Fringing Reef-2010-P1,LTER1-Fringing Reef-2010-P1-Q7,Massive Porites,382.909,26.643,14.809,3,LTER1-Fringing Reef-2010-P1-Q7-coral3,0,0,19,Yes,No,4,thin scrap-like scars; 2 borers are lithophaga
mcr_lter1_fringingreef_pole1-2_qu7_20100411,Rebecca,LTER1,Fringing Reef,1,7,2010,LTER1-Fringing Reef-2010-P1,LTER1-Fringing Reef-2010-P1-Q7,Massive Porites,5.647,2.226,1,4,LTER1-Fringing Reef-2010-P1-Q7-coral4,0,0,0,Yes,Yes,0,
mcr_lter1_fringingreef_pole1-2_qu7_20100411,Rebecca,LTER1,Fringing Reef,1,7,2010,LTER1-Fringing Reef-2010-P1,LTER1-Fringing Reef-2010-P1-Q7,Massive Porites,5.075,3.877,2.726,5,LTER1-Fringing Reef-2010-P1-Q7-coral5,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole1-2_qu7_20100411,Rebecca,LTER1,Fringing Reef,1,7,2010,LTER1-Fringing Reef-2010-P1,LTER1-Fringing Reef-2010-P1-Q7,Massive Porites,2.478,2.784,2.34,6,LTER1-Fringing Reef-2010-P1-Q7-coral6,0,0,0,Yes,Yes,0,
mcr_lter1_fringingreef_pole1-2_qu7_20130408-1,Rebecca,LTER1,Fringing Reef,1,7,2013,LTER1-Fringing Reef-2013-P1,LTER1-Fringing Reef-2013-P1-Q7,Massive Porites,11.925,4.708,2.872,1,LTER1-Fringing Reef-2013-P1-Q7-coral1,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole1-2_qu7_20130408-1,Rebecca,LTER1,Fringing Reef,1,7,2013,LTER1-Fringing Reef-2013-P1,LTER1-Fringing Reef-2013-P1-Q7,Massive Porites,3.265,3.162,0.975,2,LTER1-Fringing Reef-2013-P1-Q7-coral2,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole1-2_qu7_20130408-1,Rebecca,LTER1,Fringing Reef,1,7,2013,LTER1-Fringing Reef-2013-P1,LTER1-Fringing Reef-2013-P1-Q7,Massive Porites,2.736,2.43,1.161,3,LTER1-Fringing Reef-2013-P1-Q7-coral3,0,0,1,Yes,No,0,
mcr_lter1_fringingreef_pole1-2_qu8_20060417,Rebecca,LTER1,Fringing Reef,1,8,2006,LTER1-Fringing Reef-2006-P1,LTER1-Fringing Reef-2006-P1-Q8,Massive Porites,1347.069,50.867,32.197,1,LTER1-Fringing Reef-2006-P1-Q8-coral1,0,0,6,Yes,Yes,0,
mcr_lter1_fringingreef_pole1-2_qu8_20100411,Rebecca,LTER1,Fringing Reef,1,8,2010,LTER1-Fringing Reef-2010-P1,LTER1-Fringing Reef-2010-P1-Q8,Massive Porites,52.299,12.611,3.22,1,LTER1-Fringing Reef-2010-P1-Q8-coral1,0,0,13,Yes,Yes,0,
mcr_lter1_fringingreef_pole1-2_qu8_20100411,Rebecca,LTER1,Fringing Reef,1,8,2010,LTER1-Fringing Reef-2010-P1,LTER1-Fringing Reef-2010-P1-Q8,Massive Porites,450.272,3.069,1.565,2,LTER1-Fringing Reef-2010-P1-Q8-coral2,0,0,0,Yes,Yes,1,
mcr_lter1_fringingreef_pole1-2_qu8_20100411,Rebecca,LTER1,Fringing Reef,1,8,2010,LTER1-Fringing Reef-2010-P1,LTER1-Fringing Reef-2010-P1-Q8,Massive Porites,11.226,7.502,2.058,3,LTER1-Fringing Reef-2010-P1-Q8-coral4,0,0,2,Yes,No,0,
mcr_lter1_fringingreef_pole1-2_qu8_20100411,Rebecca,LTER1,Fringing Reef,1,8,2010,LTER1-Fringing Reef-2010-P1,LTER1-Fringing Reef-2010-P1-Q8,Massive Porites,1.76,2.252,1.174,4,LTER1-Fringing Reef-2010-P1-Q8-coral5,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole1-2_qu8_20100411,Rebecca,LTER1,Fringing Reef,1,8,2010,LTER1-Fringing Reef-2010-P1,LTER1-Fringing Reef-2010-P1-Q8,Massive Porites,1.991,2.935,0.707,5,LTER1-Fringing Reef-2010-P1-Q8-coral6,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole1-2_qu8_20100411,Rebecca,LTER1,Fringing Reef,1,8,2010,LTER1-Fringing Reef-2010-P1,LTER1-Fringing Reef-2010-P1-Q8,Massive Porites,9.841,5.007,3.674,6,LTER1-Fringing Reef-2010-P1-Q8-coral7,0,0,2,Yes,No,0,
mcr_lter1_fringingreef_pole1-2_qu8_20100411,Rebecca,LTER1,Fringing Reef,1,8,2010,LTER1-Fringing Reef-2010-P1,LTER1-Fringing Reef-2010-P1-Q8,Massive Porites,827.926,42.676,18.956,7,LTER1-Fringing Reef-2010-P1-Q8-coral8,0,0,0,Yes,Yes,3,thin scrap-like scars
mcr_lter1_fringingreef_pole1-2_qu8_20130408-1,Rebecca,LTER1,Fringing Reef,1,8,2013,LTER1-Fringing Reef-2013-P1,LTER1-Fringing Reef-2013-P1-Q8,Massive Porites,3.272,2.438,1.882,1,LTER1-Fringing Reef-2013-P1-Q8-coral1,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole1-2_qu8_20130408-1,Rebecca,LTER1,Fringing Reef,1,8,2013,LTER1-Fringing Reef-2013-P1,LTER1-Fringing Reef-2013-P1-Q8,Massive Porites,2.886,2.026,1.361,2,LTER1-Fringing Reef-2013-P1-Q8-coral2,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole1-2_qu8_20130408-1,Rebecca,LTER1,Fringing Reef,1,8,2013,LTER1-Fringing Reef-2013-P1,LTER1-Fringing Reef-2013-P1-Q8,Massive Porites,3.031,2.231,1.81,3,LTER1-Fringing Reef-2013-P1-Q8-coral3,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole1-2_qu8_20130408-1,Rebecca,LTER1,Fringing Reef,1,8,2013,LTER1-Fringing Reef-2013-P1,LTER1-Fringing Reef-2013-P1-Q8,Massive Porites,1.811,2.021,1.086,4,LTER1-Fringing Reef-2013-P1-Q8-coral4,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole1-2_qu8_20130408-1,Rebecca,LTER1,Fringing Reef,1,8,2013,LTER1-Fringing Reef-2013-P1,LTER1-Fringing Reef-2013-P1-Q8,Massive Porites,6.751,4.129,2.183,5,LTER1-Fringing Reef-2013-P1-Q8-coral5,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole1-2_qu8_20130408-1,Rebecca,LTER1,Fringing Reef,1,8,2013,LTER1-Fringing Reef-2013-P1,LTER1-Fringing Reef-2013-P1-Q8,Massive Porites,12.377,6.153,2.404,6,LTER1-Fringing Reef-2013-P1-Q8-coral6,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole1-2_qu8_20130408-1,Rebecca,LTER1,Fringing Reef,1,8,2013,LTER1-Fringing Reef-2013-P1,LTER1-Fringing Reef-2013-P1-Q8,Massive Porites,8.124,6.103,2.118,7,LTER1-Fringing Reef-2013-P1-Q8-coral7,0,0,0,Yes,Yes,0,
mcr_lter1_fringingreef_pole1-2_qu8_20130408-1,Rebecca,LTER1,Fringing Reef,1,8,2013,LTER1-Fringing Reef-2013-P1,LTER1-Fringing Reef-2013-P1-Q8,Massive Porites,11.802,5.702,2.119,8,LTER1-Fringing Reef-2013-P1-Q8-coral8,0,0,0,Yes,Yes,0,
mcr_lter1_fringingreef_pole2-3_qu1_20060417,Rebecca,LTER1,Fringing Reef,2,1,2006,LTER1-Fringing Reef-2006-P2,LTER1-Fringing Reef-2006-P2-Q1,Massive Porites,1454.735,49.021,37.342,1,LTER1-Fringing Reef-2006-P2-Q1-coral1,0,0,5,Yes,Yes,0,"scale set with ruler, not transect tape"
mcr_lter1_fringingreef_pole2-3_qu1_20100411,Rebecca,LTER1,Fringing Reef,2,1,2010,LTER1-Fringing Reef-2010-P2,LTER1-Fringing Reef-2010-P2-Q1,Massive Porites,5.24,4.13,4.142,1,LTER1-Fringing Reef-2010-P2-Q1-coral1,0,0,0,Yes,Yes,0,
mcr_lter1_fringingreef_pole2-3_qu1_20100411,Rebecca,LTER1,Fringing Reef,2,1,2010,LTER1-Fringing Reef-2010-P2,LTER1-Fringing Reef-2010-P2-Q1,Massive Porites,13.226,5.636,3.485,2,LTER1-Fringing Reef-2010-P2-Q1-coral2,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole2-3_qu1_20100411,Rebecca,LTER1,Fringing Reef,2,1,2010,LTER1-Fringing Reef-2010-P2,LTER1-Fringing Reef-2010-P2-Q1,Massive Porites,17.323,6.549,4.894,3,LTER1-Fringing Reef-2010-P2-Q1-coral3,0,0,2,Yes,No,0,
mcr_lter1_fringingreef_pole2-3_qu1_20100411,Rebecca,LTER1,Fringing Reef,2,1,2010,LTER1-Fringing Reef-2010-P2,LTER1-Fringing Reef-2010-P2-Q1,Massive Porites,5.766,3.906,2.548,4,LTER1-Fringing Reef-2010-P2-Q1-coral4,0,0,1,Yes,No,0,
mcr_lter1_fringingreef_pole2-3_qu1_20130408-1,Rebecca,LTER1,Fringing Reef,2,1,2013,LTER1-Fringing Reef-2013-P2,LTER1-Fringing Reef-2013-P2-Q1,Massive Porites,5.244,3.014,1.903,1,LTER1-Fringing Reef-2013-P2-Q1-coral1,0,0,0,Yes,Yes,0,
mcr_lter1_fringingreef_pole2-3_qu4_20100411,Rebecca,LTER1,Fringing Reef,2,4,2010,LTER1-Fringing Reef-2010-P2,LTER1-Fringing Reef-2010-P2-Q4,Massive Porites,54.939,16.099,11.641,1,LTER1-Fringing Reef-2010-P2-Q4-coral1,0,0,7,Yes,No,0,
mcr_lter1_fringingreef_pole2-3_qu4_20100411,Rebecca,LTER1,Fringing Reef,2,4,2010,LTER1-Fringing Reef-2010-P2,LTER1-Fringing Reef-2010-P2-Q4,Massive Porites,16.116,6.117,3.054,2,LTER1-Fringing Reef-2010-P2-Q4-coral2,0,0,0,Yes,Yes,0,
mcr_lter1_fringingreef_pole2-3_qu4_20100411,Rebecca,LTER1,Fringing Reef,2,4,2010,LTER1-Fringing Reef-2010-P2,LTER1-Fringing Reef-2010-P2-Q4,Massive Porites,14.654,6.168,3.268,3,LTER1-Fringing Reef-2010-P2-Q4-coral3,0,0,0,Yes,Yes,0,
mcr_lter1_fringingreef_pole2-3_qu4_20100411,Rebecca,LTER1,Fringing Reef,2,4,2010,LTER1-Fringing Reef-2010-P2,LTER1-Fringing Reef-2010-P2-Q4,Massive Porites,22.084,8.517,1.86,4,LTER1-Fringing Reef-2010-P2-Q4-coral4,0,0,0,Yes,Yes,1,
mcr_lter1_fringingreef_pole2-3_qu4_20100411,Rebecca,LTER1,Fringing Reef,2,4,2010,LTER1-Fringing Reef-2010-P2,LTER1-Fringing Reef-2010-P2-Q4,Massive Porites,9.796,5.029,1.484,5,LTER1-Fringing Reef-2010-P2-Q4-coral7,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole2-3_qu4_20130408-1,Rebecca,LTER1,Fringing Reef,2,4,2013,LTER1-Fringing Reef-2013-P2,LTER1-Fringing Reef-2013-P2-Q4,Massive Porites,5.905,4.491,1.747,1,LTER1-Fringing Reef-2013-P2-Q4-coral1,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole2-3_qu4_20130408-1,Rebecca,LTER1,Fringing Reef,2,4,2013,LTER1-Fringing Reef-2013-P2,LTER1-Fringing Reef-2013-P2-Q4,Massive Porites,5.067,2.511,2.319,2,LTER1-Fringing Reef-2013-P2-Q4-coral2,0,0,2,Yes,No,0,
mcr_lter1_fringingreef_pole2-3_qu4_20130408-1,Rebecca,LTER1,Fringing Reef,2,4,2013,LTER1-Fringing Reef-2013-P2,LTER1-Fringing Reef-2013-P2-Q4,Massive Porites,2.482,2.28,1.469,3,LTER1-Fringing Reef-2013-P2-Q4-coral3,0,0,0,Yes,Yes,0,
mcr_lter1_fringingreef_pole2-3_qu4_20130408-1,Rebecca,LTER1,Fringing Reef,2,4,2013,LTER1-Fringing Reef-2013-P2,LTER1-Fringing Reef-2013-P2-Q4,Massive Porites,4.541,2.795,1.611,4,LTER1-Fringing Reef-2013-P2-Q4-coral4,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole2-3_qu4_20130408-1,Rebecca,LTER1,Fringing Reef,2,4,2013,LTER1-Fringing Reef-2013-P2,LTER1-Fringing Reef-2013-P2-Q4,Massive Porites,2.529,2.049,1.801,5,LTER1-Fringing Reef-2013-P2-Q4-coral5,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole2-3_qu4_20130408-1,Rebecca,LTER1,Fringing Reef,2,4,2013,LTER1-Fringing Reef-2013-P2,LTER1-Fringing Reef-2013-P2-Q4,Massive Porites,3.25,2.662,1.578,6,LTER1-Fringing Reef-2013-P2-Q4-coral6,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole2-3_qu4_20130408-1,Rebecca,LTER1,Fringing Reef,2,4,2013,LTER1-Fringing Reef-2013-P2,LTER1-Fringing Reef-2013-P2-Q4,Massive Porites,1.094,2.059,1.015,7,LTER1-Fringing Reef-2013-P2-Q4-coral7,0,0,0,Yes,No,0,
