Photo Name,Name,Site,Habitat,Pole,Quad,Year,Pole ID,Quad ID,Genus,Surface.area.cm2,Wide.Diameter.cm,Perp.Diameter.cm,Coral Number,Coral ID,No.Branches,No.Bitten.Branches,No.Scars.Massive.Corals,Part.Dead.Colony,Out.of.frame,No.Macroborers,Notes
mcr_lter1_fringingreef_pole2-3_qu5_20060417,Rebecca,LTER1,Fringing Reef,2,5,2006,LTER1-Fringing Reef-2006-P2,LTER1-Fringing Reef-2006-P2-Q5,Massive Porites,20.182,5.683,4.002,1,LTER1-Fringing Reef-2006-P2-Q5-coral1,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole2-3_qu5_20060417,Rebecca,LTER1,Fringing Reef,2,5,2006,LTER1-Fringing Reef-2006-P2,LTER1-Fringing Reef-2006-P2-Q5,Massive Porites,9.192,5.631,1.573,2,LTER1-Fringing Reef-2006-P2-Q5-coral2,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole2-3_qu5_20060417,Rebecca,LTER1,Fringing Reef,2,5,2006,LTER1-Fringing Reef-2006-P2,LTER1-Fringing Reef-2006-P2-Q5,Massive Porites,14.438,6.159,1.535,3,LTER1-Fringing Reef-2006-P2-Q5-coral3,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole2-3_qu6_20130408-1,Rebecca,LTER1,Fringing Reef,2,6,2013,LTER1-Fringing Reef-2013-P2,LTER1-Fringing Reef-2013-P2-Q6,Massive Porites,15.891,7.38,1.977,1,LTER1-Fringing Reef-2013-P2-Q6-coral1,0,0,8,Yes,No,0,
mcr_lter1_fringingreef_pole2-3_qu7_20060417,Rebecca,LTER1,Fringing Reef,2,7,2006,LTER1-Fringing Reef-2006-P2,LTER1-Fringing Reef-2006-P2-Q7,Massive Porites,182.704,31.174,15.596,1,LTER1-Fringing Reef-2006-P2-Q7-coral1,0,0,6,Yes,Yes,1,"scale set with ruler, not transect tape"
mcr_lter1_fringingreef_pole2-3_qu7_20060417,Rebecca,LTER1,Fringing Reef,2,7,2006,LTER1-Fringing Reef-2006-P2,LTER1-Fringing Reef-2006-P2-Q7,Massive Porites,56.908,15.557,8.497,2,LTER1-Fringing Reef-2006-P2-Q7-coral2,0,0,0,Yes,Yes,0,"scale set with ruler, not transect tape"
mcr_lter1_fringingreef_pole2-3_qu7_20060417,Rebecca,LTER1,Fringing Reef,2,7,2006,LTER1-Fringing Reef-2006-P2,LTER1-Fringing Reef-2006-P2-Q7,Massive Porites,752.283,63.803,28.159,3,LTER1-Fringing Reef-2006-P2-Q7-coral3,0,0,7,Yes,Yes,4,"scale set with ruler, not transect tape"
mcr_lter1_fringingreef_pole2-3_qu8_20060417,Rebecca,LTER1,Fringing Reef,2,8,2006,LTER1-Fringing Reef-2006-P2,LTER1-Fringing Reef-2006-P2-Q8,Massive Porites,19.784,8.734,3.245,1,LTER1-Fringing Reef-2006-P2-Q8-coral1,0,0,0,Yes,Yes,0,
mcr_lter1_fringingreef_pole2-3_qu8_20060417,Rebecca,LTER1,Fringing Reef,2,8,2006,LTER1-Fringing Reef-2006-P2,LTER1-Fringing Reef-2006-P2-Q8,Massive Porites,179.26,17.183,13.116,2,LTER1-Fringing Reef-2006-P2-Q8-coral2,0,0,0,Yes,Yes,2,
mcr_lter1_fringingreef_pole2-3_qu8_20060417,Rebecca,LTER1,Fringing Reef,2,8,2006,LTER1-Fringing Reef-2006-P2,LTER1-Fringing Reef-2006-P2-Q8,Massive Porites,130.923,22.731,8.337,3,LTER1-Fringing Reef-2006-P2-Q8-coral3,0,0,3,Yes,Yes,2,
mcr_lter1_fringingreef_pole2-3_qu8_20060417,Rebecca,LTER1,Fringing Reef,2,8,2006,LTER1-Fringing Reef-2006-P2,LTER1-Fringing Reef-2006-P2-Q8,Massive Porites,15.558,4.531,3648,4,LTER1-Fringing Reef-2006-P2-Q8-coral4,0,0,19,Yes,No,0,
mcr_lter1_fringingreef_pole2-3_qu8_20060417,Rebecca,LTER1,Fringing Reef,2,8,2006,LTER1-Fringing Reef-2006-P2,LTER1-Fringing Reef-2006-P2-Q8,Massive Porites,16.649,8.204,2.34,5,LTER1-Fringing Reef-2006-P2-Q8-coral5,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole2-3_qu8_20060417,Rebecca,LTER1,Fringing Reef,2,8,2006,LTER1-Fringing Reef-2006-P2,LTER1-Fringing Reef-2006-P2-Q8,Massive Porites,91.673,28.277,2.103,6,LTER1-Fringing Reef-2006-P2-Q8-coral6,0,0,2,Yes,No,0,immune response
mcr_lter1_fringingreef_pole2-3_qu8_20060417,Rebecca,LTER1,Fringing Reef,2,8,2006,LTER1-Fringing Reef-2006-P2,LTER1-Fringing Reef-2006-P2-Q8,Massive Porites,338.113,31.779,9.098,7,LTER1-Fringing Reef-2006-P2-Q8-coral7,0,0,8,Yes,No,5,
mcr_lter1_fringingreef_pole3-4_qu1_20060417,Rebecca,LTER1,Fringing Reef,3,1,2006,LTER1-Fringing Reef-2006-P3,LTER1-Fringing Reef-2006-P3-Q1,Massive Porites,47.448,12.531,3.448,1,LTER1-Fringing Reef-2006-P3-Q1-coral1,0,0,2,Yes,No,0,thin scrap-like scars
mcr_lter1_fringingreef_pole3-4_qu1_20060417,Rebecca,LTER1,Fringing Reef,3,1,2006,LTER1-Fringing Reef-2006-P3,LTER1-Fringing Reef-2006-P3-Q1,Massive Porites,649.434,38.44,14.895,2,LTER1-Fringing Reef-2006-P3-Q1-coral2,0,0,27,Yes,Yes,3,
mcr_lter1_fringingreef_pole3-4_qu2_20060417,Rebecca,LTER1,Fringing Reef,3,2,2006,LTER1-Fringing Reef-2006-P3,LTER1-Fringing Reef-2006-P3-Q2,Massive Porites,62.797,13.443,7.041,1,LTER1-Fringing Reef-2006-P3-Q2-coral1,0,0,1,Yes,Yes,0,
mcr_lter1_fringingreef_pole3-4_qu2_20060417,Rebecca,LTER1,Fringing Reef,3,2,2006,LTER1-Fringing Reef-2006-P3,LTER1-Fringing Reef-2006-P3-Q2,Massive Porites,48.46,10.842,5.564,2,LTER1-Fringing Reef-2006-P3-Q2-coral2,0,0,1,Yes,Yes,0,
mcr_lter1_fringingreef_pole3-4_qu2_20060417,Rebecca,LTER1,Fringing Reef,3,2,2006,LTER1-Fringing Reef-2006-P3,LTER1-Fringing Reef-2006-P3-Q2,Massive Porites,17.457,6.109,3.037,3,LTER1-Fringing Reef-2006-P3-Q2-coral3,0,0,0,Yes,Yes,0,
mcr_lter1_fringingreef_pole3-4_qu2_20060417,Rebecca,LTER1,Fringing Reef,3,2,2006,LTER1-Fringing Reef-2006-P3,LTER1-Fringing Reef-2006-P3-Q2,Massive Porites,5.388,3.892,1.095,4,LTER1-Fringing Reef-2006-P3-Q2-coral4,0,0,0,Yes,Yes,0,
mcr_lter1_fringingreef_pole3-4_qu3_20060417,Rebecca,LTER1,Fringing Reef,3,3,2006,LTER1-Fringing Reef-2006-P3,LTER1-Fringing Reef-2006-P3-Q3,Massive Porites,1054.904,41.955,37.317,1,LTER1-Fringing Reef-2006-P3-Q3-coral1,0,0,19,Yes,Yes,1,
mcr_lter1_fringingreef_pole3-4_qu3_20100411,Rebecca,LTER1,Fringing Reef,3,3,2010,LTER1-Fringing Reef-2010-P3,LTER1-Fringing Reef-2010-P3-Q3,Massive Porites,35.941,10.412,3.033,1,LTER1-Fringing Reef-2010-P3-Q3-coral1,0,0,0,Yes,Yes,0,
mcr_lter1_fringingreef_pole3-4_qu3_20100411,Rebecca,LTER1,Fringing Reef,3,3,2010,LTER1-Fringing Reef-2010-P3,LTER1-Fringing Reef-2010-P3-Q3,Massive Porites,30.573,10.571,3.061,2,LTER1-Fringing Reef-2010-P3-Q3-coral2,0,0,0,Yes,Yes,0,
mcr_lter1_fringingreef_pole3-4_qu3_20100411,Rebecca,LTER1,Fringing Reef,3,3,2010,LTER1-Fringing Reef-2010-P3,LTER1-Fringing Reef-2010-P3-Q3,Massive Porites,22.789,9.128,2.656,3,LTER1-Fringing Reef-2010-P3-Q3-coral3,0,0,0,Yes,Yes,0,
mcr_lter1_fringingreef_pole3-4_qu3_20130408-2,Rebecca,LTER1,Fringing Reef,3,3,2013,LTER1-Fringing Reef-2013-P3,LTER1-Fringing Reef-2013-P3-Q3,Massive Porites,9.286,4.349,2.705,1,LTER1-Fringing Reef-2013-P3-Q3-coral1,0,0,1,Yes,No,0,
mcr_lter1_fringingreef_pole3-4_qu4_20060417,Rebecca,LTER1,Fringing Reef,3,4,2006,LTER1-Fringing Reef-2006-P3,LTER1-Fringing Reef-2006-P3-Q4,Massive Porites,205.39,17.93,16.38,1,LTER1-Fringing Reef-2006-P3-Q4-coral1,0,0,1,Yes,Yes,2,
mcr_lter1_fringingreef_pole3-4_qu4_20060417,Rebecca,LTER1,Fringing Reef,3,4,2006,LTER1-Fringing Reef-2006-P3,LTER1-Fringing Reef-2006-P3-Q4,Massive Porites,72.795,12.158,6.249,2,LTER1-Fringing Reef-2006-P3-Q4-coral2,0,0,1,Yes,Yes,2,
mcr_lter1_fringingreef_pole3-4_qu4_20100411,Rebecca,LTER1,Fringing Reef,3,4,2010,LTER1-Fringing Reef-2010-P3,LTER1-Fringing Reef-2010-P3-Q4,Massive Porites,32.748,8.259,4.437,1,LTER1-Fringing Reef-2010-P3-Q4-coral1,0,0,0,Yes,Yes,0,
mcr_lter1_fringingreef_pole3-4_qu4_20130408-1,Rebecca,LTER1,Fringing Reef,3,4,2013,LTER1-Fringing Reef-2013-P3,LTER1-Fringing Reef-2013-P3-Q4,Massive Porites,6.327,3.589,2.983,1,LTER1-Fringing Reef-2013-P3-Q4-coral1,0,0,1,Yes,No,0,
mcr_lter1_fringingreef_pole3-4_qu5_20060417,Rebecca,LTER1,Fringing Reef,3,5,2006,LTER1-Fringing Reef-2006-P3,LTER1-Fringing Reef-2006-P3-Q5,Massive Porites,95.011,16.203,6.314,1,LTER1-Fringing Reef-2006-P3-Q5-coral1,0,0,0,Yes,Yes,1,
mcr_lter1_fringingreef_pole3-4_qu5_20100411,Rebecca,LTER1,Fringing Reef,3,5,2010,LTER1-Fringing Reef-2010-P3,LTER1-Fringing Reef-2010-P3-Q5,Massive Porites,17.499,7.22,4.37,1,LTER1-Fringing Reef-2010-P3-Q5-coral1,0,0,1,Yes,Yes,0,
mcr_lter1_fringingreef_pole3-4_qu6_20060417,Rebecca,LTER1,Fringing Reef,3,6,2006,LTER1-Fringing Reef-2006-P3,LTER1-Fringing Reef-2006-P3-Q6,Massive Porites,360.866,29.353,21.084,1,LTER1-Fringing Reef-2006-P3-Q6-coral1,0,0,21,Yes,Yes,8,
mcr_lter1_fringingreef_pole3-4_qu6_20130408-1,Rebecca,LTER1,Fringing Reef,3,6,2013,LTER1-Fringing Reef-2013-P3,LTER1-Fringing Reef-2013-P3-Q6,Massive Porites,18.947,10.193,2.591,1,LTER1-Fringing Reef-2013-P3-Q6-coral1,0,0,0,Yes,Yes,0,
mcr_lter1_fringingreef_pole3-4_qu6_20130408-1,Rebecca,LTER1,Fringing Reef,3,6,2013,LTER1-Fringing Reef-2013-P3,LTER1-Fringing Reef-2013-P3-Q6,Massive Porites,2.543,3.046,1.158,2,LTER1-Fringing Reef-2013-P3-Q6-coral2,0,0,0,Yes,Yes,0,
mcr_lter1_fringingreef_pole3-4_qu6_20130408-1,Rebecca,LTER1,Fringing Reef,3,6,2013,LTER1-Fringing Reef-2013-P3,LTER1-Fringing Reef-2013-P3-Q6,Massive Porites,3.323,2.753,1.549,3,LTER1-Fringing Reef-2013-P3-Q6-coral3,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole3-4_qu7_20060417,Rebecca,LTER1,Fringing Reef,3,7,2006,LTER1-Fringing Reef-2006-P3,LTER1-Fringing Reef-2006-P3-Q7,Massive Porites,238.81,21.978,6.896,1,LTER1-Fringing Reef-2006-P3-Q7-coral1,0,0,0,Yes,No,9,
mcr_lter1_fringingreef_pole3-4_qu7_20060417,Rebecca,LTER1,Fringing Reef,3,7,2006,LTER1-Fringing Reef-2006-P3,LTER1-Fringing Reef-2006-P3-Q7,Massive Porites,91.414,12.494,5.445,2,LTER1-Fringing Reef-2006-P3-Q7-coral2,0,0,0,Yes,No,5,one is a christmas tree worm
mcr_lter1_fringingreef_pole3-4_qu7_20060417,Rebecca,LTER1,Fringing Reef,3,7,2006,LTER1-Fringing Reef-2006-P3,LTER1-Fringing Reef-2006-P3-Q7,Massive Porites,314.982,22.831,12.232,3,LTER1-Fringing Reef-2006-P3-Q7-coral3,0,0,7,Yes,Yes,1,
mcr_lter1_fringingreef_pole3-4_qu7_20130408-1,Rebecca,LTER1,Fringing Reef,3,7,2013,LTER1-Fringing Reef-2013-P3,LTER1-Fringing Reef-2013-P3-Q7,Massive Porites,5.649,4.396,1.264,1,LTER1-Fringing Reef-2013-P3-Q7-coral1,0,0,0,Yes,Yes,0,
mcr_lter1_fringingreef_pole3-4_qu8_20100411,Rebecca,LTER1,Fringing Reef,3,8,2010,LTER1-Fringing Reef-2010-P3,LTER1-Fringing Reef-2010-P3-Q8,Massive Porites,14.522,5.088,3.67,1,LTER1-Fringing Reef-2010-P3-Q8-coral1,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole3-4_qu8_20100411,Rebecca,LTER1,Fringing Reef,3,8,2010,LTER1-Fringing Reef-2010-P3,LTER1-Fringing Reef-2010-P3-Q8,Massive Porites,289.823,26.435,15.804,2,LTER1-Fringing Reef-2010-P3-Q8-coral2,0,0,0,Yes,Yes,0,
mcr_lter1_fringingreef_pole3-4_qu8_20130408-1,Rebecca,LTER1,Fringing Reef,3,8,2013,LTER1-Fringing Reef-2013-P3,LTER1-Fringing Reef-2013-P3-Q8,Massive Porites,582.204,35.317,22.338,1,LTER1-Fringing Reef-2013-P3-Q8-coral1,0,0,6,Yes,Yes,3,thin scrap-like scars
mcr_lter1_fringingreef_pole3-4_qu8_20130408-1,Rebecca,LTER1,Fringing Reef,3,8,2013,LTER1-Fringing Reef-2013-P3,LTER1-Fringing Reef-2013-P3-Q8,Massive Porites,4.294,4.249,0.57,2,LTER1-Fringing Reef-2013-P3-Q8-coral2,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole3-4_qu8_20130408-1,Rebecca,LTER1,Fringing Reef,3,8,2013,LTER1-Fringing Reef-2013-P3,LTER1-Fringing Reef-2013-P3-Q8,Massive Porites,2.336,2.1,1.831,3,LTER1-Fringing Reef-2013-P3-Q8-coral3,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole3-4_qu8_20130408-1,Rebecca,LTER1,Fringing Reef,3,8,2013,LTER1-Fringing Reef-2013-P3,LTER1-Fringing Reef-2013-P3-Q8,Massive Porites,7.438,3.873,1.536,4,LTER1-Fringing Reef-2013-P3-Q8-coral4,0,0,1,Yes,No,0,
mcr_lter1_fringingreef_pole3-4_qu8_20130408-1,Rebecca,LTER1,Fringing Reef,3,8,2013,LTER1-Fringing Reef-2013-P3,LTER1-Fringing Reef-2013-P3-Q8,Massive Porites,12.901,6.133,2.546,5,LTER1-Fringing Reef-2013-P3-Q8-coral5,0,0,2,Yes,Yes,0,
mcr_lter1_fringingreef_pole4-5_qu1_20100411,Rebecca,LTER1,Fringing Reef,4,1,2010,LTER1-Fringing Reef-2010-P4,LTER1-Fringing Reef-2010-P4-Q1,Massive Porites,20.67,8.805,8.78,1,LTER1-Fringing Reef-2010-P4-Q1-coral1,0,0,0,No,Yes,6,
mcr_lter1_fringingreef_pole4-5_qu2_20100411,Rebecca,LTER1,Fringing Reef,4,2,2010,LTER1-Fringing Reef-2010-P4,LTER1-Fringing Reef-2010-P4-Q2,Massive Porites,1796.353,54.682,49.526,1,LTER1-Fringing Reef-2010-P4-Q2-coral1,0,0,4,Yes,Yes,4,
mcr_lter1_fringingreef_pole4-5_qu2_20130408-1,Rebecca,LTER1,Fringing Reef,4,2,2013,LTER1-Fringing Reef-2013-P4,LTER1-Fringing Reef-2013-P4-Q2,Massive Porites,18.108,3.827,3.104,1,LTER1-Fringing Reef-2013-P4-Q2-coral1,0,0,2,Yes,No,0,
mcr_lter1_fringingreef_pole4-5_qu2_20130408-1,Rebecca,LTER1,Fringing Reef,4,2,2013,LTER1-Fringing Reef-2013-P4,LTER1-Fringing Reef-2013-P4-Q2,Massive Porites,9.569,3.509,1.974,2,LTER1-Fringing Reef-2013-P4-Q2-coral2,0,0,0,Yes,Yes,0,
mcr_lter1_fringingreef_pole4-5_qu3_20100411,Rebecca,LTER1,Fringing Reef,4,3,2010,LTER1-Fringing Reef-2010-P4,LTER1-Fringing Reef-2010-P4-Q3,Massive Porites,7.489,6.109,5.62,1,LTER1-Fringing Reef-2010-P4-Q3-coral1,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole4-5_qu4_20060417,Rebecca,LTER1,Fringing Reef,4,4,2006,LTER1-Fringing Reef-2006-P4,LTER1-Fringing Reef-2006-P4-Q4,Massive Porites,177.801,22.093,10.97,1,LTER1-Fringing Reef-2006-P4-Q4-coral1,0,0,63,Yes,Yes,7,
mcr_lter1_fringingreef_pole4-5_qu4_20130408-1,Rebecca,LTER1,Fringing Reef,4,4,2013,LTER1-Fringing Reef-2013-P4,LTER1-Fringing Reef-2013-P4-Q4,Massive Porites,11.649,4.944,3.8,1,LTER1-Fringing Reef-2013-P4-Q4-coral1,0,0,0,Yes,Yes,0,
mcr_lter1_fringingreef_pole4-5_qu5_20060417,Rebecca,LTER1,Fringing Reef,4,5,2006,LTER1-Fringing Reef-2006-P4,LTER1-Fringing Reef-2006-P4-Q5,Massive Porites,44.899,8.592,6.64,1,LTER1-Fringing Reef-2006-P4-Q5-coral1,0,0,2,Yes,No,0,
mcr_lter1_fringingreef_pole4-5_qu5_20130408-1,Rebecca,LTER1,Fringing Reef,4,5,2013,LTER1-Fringing Reef-2013-P4,LTER1-Fringing Reef-2013-P4-Q5,Massive Porites,23.095,7.293,3.266,1,LTER1-Fringing Reef-2013-P4-Q5-coral1,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole4-5_qu5_20130408-1,Rebecca,LTER1,Fringing Reef,4,5,2013,LTER1-Fringing Reef-2013-P4,LTER1-Fringing Reef-2013-P4-Q5,Massive Porites,14.459,5.291,3.263,2,LTER1-Fringing Reef-2013-P4-Q5-coral2,0,0,1,Yes,No,0,
mcr_lter1_fringingreef_pole4-5_qu5_20130408-1,Rebecca,LTER1,Fringing Reef,4,5,2013,LTER1-Fringing Reef-2013-P4,LTER1-Fringing Reef-2013-P4-Q5,Massive Porites,5.583,2.547,1.418,3,LTER1-Fringing Reef-2013-P4-Q5-coral3,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole4-5_qu5_20130408-1,Rebecca,LTER1,Fringing Reef,4,5,2013,LTER1-Fringing Reef-2013-P4,LTER1-Fringing Reef-2013-P4-Q5,Massive Porites,13.902,4.818,1.213,4,LTER1-Fringing Reef-2013-P4-Q5-coral4,0,0,0,yes,No,0,thin scrap-like scars
mcr_lter1_fringingreef_pole4-5_qu5_20130408-1,Rebecca,LTER1,Fringing Reef,4,5,2013,LTER1-Fringing Reef-2013-P4,LTER1-Fringing Reef-2013-P4-Q5,Massive Porites,2.55,2.014,1.2,5,LTER1-Fringing Reef-2013-P4-Q5-coral5,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole4-5_qu5_20130408-1,Rebecca,LTER1,Fringing Reef,4,5,2013,LTER1-Fringing Reef-2013-P4,LTER1-Fringing Reef-2013-P4-Q5,Massive Porites,8.469,4.763,2.359,6,LTER1-Fringing Reef-2013-P4-Q5-coral6,0,0,1,Yes,No,1,
mcr_lter1_fringingreef_pole4-5_qu5_20130408-1,Rebecca,LTER1,Fringing Reef,4,5,2013,LTER1-Fringing Reef-2013-P4,LTER1-Fringing Reef-2013-P4-Q5,Massive Porites,25,5.322,4.853,7,LTER1-Fringing Reef-2013-P4-Q5-coral7,0,0,1,Yes,No,0,thin scrap-like scars
mcr_lter1_fringingreef_pole4-5_qu5_20130408-1,Rebecca,LTER1,Fringing Reef,4,5,2013,LTER1-Fringing Reef-2013-P4,LTER1-Fringing Reef-2013-P4-Q5,Massive Porites,44.857,11.244,4.83,8,LTER1-Fringing Reef-2013-P4-Q5-coral8,0,0,3,Yes,No,2,
mcr_lter1_fringingreef_pole4-5_qu5_20130408-1,Rebecca,LTER1,Fringing Reef,4,5,2013,LTER1-Fringing Reef-2013-P4,LTER1-Fringing Reef-2013-P4-Q5,Massive Porites,7.451,3.444,1.506,9,LTER1-Fringing Reef-2013-P4-Q5-coral9,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole4-5_qu5_20130408-1,Rebecca,LTER1,Fringing Reef,4,5,2013,LTER1-Fringing Reef-2013-P4,LTER1-Fringing Reef-2013-P4-Q5,Massive Porites,7.672,3.934,2.685,10,LTER1-Fringing Reef-2013-P4-Q5-coral10,0,0,0,Yes,No,0,
mcr_lter1_fringingreef_pole4-5_qu6_20060417,Rebecca,LTER1,Fringing Reef,4,6,2006,LTER1-Fringing Reef-2006-P4,LTER1-Fringing Reef-2006-P4-Q6,Massive Porites,131.495,16.617,11.285,1,LTER1-Fringing Reef-2006-P4-Q6-coral1,0,0,0,Yes,Yes,0,
mcr_lter1_fringingreef_pole4-5_qu6_20060417,Rebecca,LTER1,Fringing Reef,4,6,2006,LTER1-Fringing Reef-2006-P4,LTER1-Fringing Reef-2006-P4-Q6,Massive Porites,73.655,11.943,6.199,2,LTER1-Fringing Reef-2006-P4-Q6-coral2,0,0,0,Yes,Yes,1,
mcr_lter1_fringingreef_pole4-5_qu6_20060417,Rebecca,LTER1,Fringing Reef,4,6,2006,LTER1-Fringing Reef-2006-P4,LTER1-Fringing Reef-2006-P4-Q6,Massive Porites,24.172,9.181,2.787,3,LTER1-Fringing Reef-2006-P4-Q6-coral3,0,0,0,Yes,Yes,2,
mcr_lter1_fringingreef_pole4-5_qu6_20060417,Rebecca,LTER1,Fringing Reef,4,6,2006,LTER1-Fringing Reef-2006-P4,LTER1-Fringing Reef-2006-P4-Q6,Massive Porites,24.409,8.067,3.475,4,LTER1-Fringing Reef-2006-P4-Q6-coral4,0,0,0,Yes,No,0,thin scrap-like scars
mcr_lter1_fringingreef_pole4-5_qu6_20060417,Rebecca,LTER1,Fringing Reef,4,6,2006,LTER1-Fringing Reef-2006-P4,LTER1-Fringing Reef-2006-P4-Q6,Massive Porites,205.035,23.964,4.16,5,LTER1-Fringing Reef-2006-P4-Q6-coral5,0,0,0,Yes,No,0,thin scrap-like scars
mcr_lter1_fringingreef_pole4-5_qu6_20060417,Rebecca,LTER1,Fringing Reef,4,6,2006,LTER1-Fringing Reef-2006-P4,LTER1-Fringing Reef-2006-P4-Q6,Massive Porites,16.332,5.806,2.564,6,LTER1-Fringing Reef-2006-P4-Q6-coral6,0,0,0,Yes,No,0,thin scrap-like scars
mcr_lter1_fringingreef_pole4-5_qu6_20100411,Rebecca,LTER1,Fringing Reef,4,6,2010,LTER1-Fringing Reef-2010-P4,LTER1-Fringing Reef-2010-P4-Q6,Massive Porites,263.318,20.271,15.674,1,LTER1-Fringing Reef-2010-P4-Q6-coral1,0,0,3,Yes,No,12,"thin scrap-like scars; scale set with ruler, not transect tape"
mcr_lter1_fringingreef_pole4-5_qu6_20130408-1,Rebecca,LTER1,Fringing Reef,4,6,2013,LTER1-Fringing Reef-2013-P4,LTER1-Fringing Reef-2013-P4-Q6,Massive Porites,88.066,16.104,5.787,1,LTER1-Fringing Reef-2013-P4-Q6-coral1,0,0,2,Yes,No,1,"scale set with ruler, not transect tape"
mcr_lter1_fringingreef_pole4-5_qu6_20130408-1,Rebecca,LTER1,Fringing Reef,4,6,2013,LTER1-Fringing Reef-2013-P4,LTER1-Fringing Reef-2013-P4-Q6,Massive Porites,9.04,4.559,2.814,2,LTER1-Fringing Reef-2013-P4-Q6-coral2,0,0,1,Yes,No,0,"scale set with ruler, not transect tape"
mcr_lter1_fringingreef_pole4-5_qu7_20060417,Rebecca,LTER1,Fringing Reef,4,7,2006,LTER1-Fringing Reef-2006-P4,LTER1-Fringing Reef-2006-P4-Q7,Massive Porites,184.993,26.088,8.923,1,LTER1-Fringing Reef-2006-P4-Q7-coral1,0,0,0,Yes,Yes,0,
mcr_lter1_fringingreef_pole4-5_qu7_20100411,Rebecca,LTER1,Fringing Reef,4,7,2010,LTER1-Fringing Reef-2010-P4,LTER1-Fringing Reef-2010-P4-Q7,Massive Porites,83.246,11.64,7.239,1,LTER1-Fringing Reef-2010-P4-Q7-coral1,0,0,1,Yes,Yes,0,"scale set with ruler, not transect tape"
mcr_lter1_fringingreef_pole4-5_qu7_20130408-1,Rebecca,LTER1,Fringing Reef,4,7,2013,LTER1-Fringing Reef-2013-P4,LTER1-Fringing Reef-2013-P4-Q7,Massive Porites,79.711,10.218,10.289,1,LTER1-Fringing Reef-2013-P4-Q7-coral1,0,0,3,Yes,No,0,"thin scrap-like scars, scale set with ruler, not transect tape"
mcr_lter1_fringingreef_pole4-5_qu8_20060417,Rebecca,LTER1,Fringing Reef,4,8,2006,LTER1-Fringing Reef-2006-P4,LTER1-Fringing Reef-2006-P4-Q8,Massive Porites,15.755,10.353,2.865,1,LTER1-Fringing Reef-2006-P4-Q8-coral1,0,0,12,Yes,Yes,0,"scale set with ruler, not transect tape"
mcr_lter1_fringingreef_pole4-5_qu8_20060417,Rebecca,LTER1,Fringing Reef,4,8,2006,LTER1-Fringing Reef-2006-P4,LTER1-Fringing Reef-2006-P4-Q8,Massive Porites,18.9,7.465,1.896,2,LTER1-Fringing Reef-2006-P4-Q8-coral2,0,0,3,Yes,Yes,1,"scale set with ruler, not transect tape"
mcr_lter1_fringingreef_pole4-5_qu8_20100411,Rebecca,LTER1,Fringing Reef,4,8,2010,LTER1-Fringing Reef-2010-P4,LTER1-Fringing Reef-2010-P4-Q8,Massive Porites,34.026,6.635,6.194,1,LTER1-Fringing Reef-2010-P4-Q8-coral1,0,0,0,Yes,No,0,"scale set with ruler, not transect tape"
mcr_lter1_fringingreef_pole5-6_qu1_20060417,Rebecca,LTER1,Fringing Reef,5,1,2006,LTER1-Fringing Reef-2006-P5,LTER1-Fringing Reef-2006-P5-Q1,Massive Porites,959.638,45.67,13.965,1,LTER1-Fringing Reef-2006-P5-Q1-coral1,0,0,45,Yes,Yes,1,
mcr_lter1_fringingreef_pole5-6_qu1_20060417,Rebecca,LTER1,Fringing Reef,5,1,2006,LTER1-Fringing Reef-2006-P5,LTER1-Fringing Reef-2006-P5-Q1,Massive Porites,7.638,3.345,2.601,2,LTER1-Fringing Reef-2006-P5-Q1-coral2,0,0,1,Yes,No,0,
mcr_lter1_fringingreef_pole5-6_qu1_20060417,Rebecca,LTER1,Fringing Reef,5,1,2006,LTER1-Fringing Reef-2006-P5,LTER1-Fringing Reef-2006-P5-Q1,Massive Porites,123.779,21.854,5.126,3,LTER1-Fringing Reef-2006-P5-Q1-coral3,0,0,4,Yes,Yes,0,
mcr_lter1_fringingreef_pole5-6_qu1_20060417,Rebecca,LTER1,Fringing Reef,5,1,2006,LTER1-Fringing Reef-2006-P5,LTER1-Fringing Reef-2006-P5-Q1,Massive Porites,58.635,11.604,6.552,4,LTER1-Fringing Reef-2006-P5-Q1-coral4,0,0,1,Yes,No,0,
mcr_lter1_fringingreef_pole5-6_qu1_20060417,Rebecca,LTER1,Fringing Reef,5,1,2006,LTER1-Fringing Reef-2006-P5,LTER1-Fringing Reef-2006-P5-Q1,Massive Porites,638.794,30.182,21.417,5,LTER1-Fringing Reef-2006-P5-Q1-coral5,0,0,23,Yes,Yes,10,one is a christmas tree worm
