,Name,Photo.Name,Site,Habitat,Pole,Quad,Year,Pole.ID,Quad.ID,Genus,Coral.Number,Transect.surface.area..cm2.,Ruler.surface.area..cm2.,Quadrat.surface.area..cm2.,Coral.ID,No.Bites,No.Macroborers,Part.Dead.Colony,Out.of.frame,Notes,Surface.area.m2,scar.density,lithophaga.density
201,Rebecca,mcr_LTER1_fringingreef_pole4-5_qu7_20100411,LTER1,fringingreef,pole4-5,qu7,2010,LTER1-fringingreef-pole4-5-2010,LTER1-fringingreef-pole4-5-qu7-2010,Massive Porites,1,83.246,87.058,85.403,LTER1-fringingreef-pole4-5-qu7-2010-coral1,1,0,Yes,Yes,"scale set with ruler, not transect tape",0.0087058,114.8659514,0
202,Rebecca,mcr_LTER1_fringingreef_pole4-5_qu8_20100411,LTER1,fringingreef,pole4-5,qu8,2010,LTER1-fringingreef-pole4-5-2010,LTER1-fringingreef-pole4-5-qu8-2010,Massive Porites,1,34.026,33.342,32.248,LTER1-fringingreef-pole4-5-qu8-2010-coral1,0,0,Yes,No,"scale set with ruler, not transect tape",0.0033342,0,0
203,Rebecca,mcr_LTER1_fringingreef_pole5-6_qu2_20100411,LTER1,fringingreef,pole5-6,qu2,2010,LTER1-fringingreef-pole5-6-2010,LTER1-fringingreef-pole5-6-qu2-2010,Massive Porites,1,64.593,67.514,67.512,LTER1-fringingreef-pole5-6-qu2-2010-coral1,0,4,Yes,Yes,"scale set with ruler, not transect tape",0.0067514,0,592.46971
204,Rebecca,mcr_LTER1_fringingreef_pole5-6_qu7_20100411,LTER1,fringingreef,pole5-6,qu7,2010,LTER1-fringingreef-pole5-6-2010,LTER1-fringingreef-pole5-6-qu7-2010,Massive Porites,1,11.657,11.773,11.751,LTER1-fringingreef-pole5-6-qu7-2010-coral1,0,0,Yes,No,NA,0.0011773,0,0
205,Rebecca,mcr_LTER1_fringingreef_pole5-6_qu7_20100411,LTER1,fringingreef,pole5-6,qu7,2010,LTER1-fringingreef-pole5-6-2010,LTER1-fringingreef-pole5-6-qu7-2010,Massive Porites,2,19.731,19.927,19.889,LTER1-fringingreef-pole5-6-qu7-2010-coral2,0,0,Yes,Yes,NA,0.0019927,0,0
206,Rebecca,mcr_LTER1_fringingreef_pole5-6_qu7_20100411,LTER1,fringingreef,pole5-6,qu7,2010,LTER1-fringingreef-pole5-6-2010,LTER1-fringingreef-pole5-6-qu7-2010,Massive Porites,3,4.845,4.893,4.884,LTER1-fringingreef-pole5-6-qu7-2010-coral3,0,0,Yes,No,NA,0.0004893,0,0
207,Rebecca,mcr_LTER1_fringingreef_pole5-6_qu7_20100411,LTER1,fringingreef,pole5-6,qu7,2010,LTER1-fringingreef-pole5-6-2010,LTER1-fringingreef-pole5-6-qu7-2010,Massive Porites,4,48.77,49.255,49.162,LTER1-fringingreef-pole5-6-qu7-2010-coral4,7,3,Yes,Yes,NA,0.0049255,1421.175515,609.0752208
208,Rebecca,mcr_LTER1_fringingreef_pole5-6_qu7_20100411,LTER1,fringingreef,pole5-6,qu7,2010,LTER1-fringingreef-pole5-6-2010,LTER1-fringingreef-pole5-6-qu7-2010,Massive Porites,5,11.183,11.295,11.273,LTER1-fringingreef-pole5-6-qu7-2010-coral5,0,0,Yes,No,NA,0.0011295,0,0
209,Rebecca,mcr_LTER1_fringingreef_pole5-6_qu7_20100411,LTER1,fringingreef,pole5-6,qu7,2010,LTER1-fringingreef-pole5-6-2010,LTER1-fringingreef-pole5-6-qu7-2010,Massive Porites,6,11.24,11.352,11.33,LTER1-fringingreef-pole5-6-qu7-2010-coral6,1,0,Yes,No,NA,0.0011352,880.9020437,0
210,Rebecca,mcr_LTER1_fringingreef_pole5-6_qu7_20100411,LTER1,fringingreef,pole5-6,qu7,2010,LTER1-fringingreef-pole5-6-2010,LTER1-fringingreef-pole5-6-qu7-2010,Massive Porites,7,4.769,4.816,4.807,LTER1-fringingreef-pole5-6-qu7-2010-coral7,0,0,Yes,No,NA,0.0004816,0,0
211,Rebecca,mcr_LTER1_fringingreef_pole5-6_qu7_20100411,LTER1,fringingreef,pole5-6,qu7,2010,LTER1-fringingreef-pole5-6-2010,LTER1-fringingreef-pole5-6-qu7-2010,Massive Porites,8,5.094,5.145,5.135,LTER1-fringingreef-pole5-6-qu7-2010-coral8,0,0,Yes,No,NA,0.0005145,0,0
212,Rebecca,mcr_LTER1_fringingreef_pole5-6_qu7_20100411,LTER1,fringingreef,pole5-6,qu7,2010,LTER1-fringingreef-pole5-6-2010,LTER1-fringingreef-pole5-6-qu7-2010,Massive Porites,9,7.226,7.298,7.285,LTER1-fringingreef-pole5-6-qu7-2010-coral9,0,0,Yes,No,NA,0.0007298,0,0
213,Mallory,mcr_LTER1_fringingreef_pole5-6_qu8_20100411,LTER1,fringingreef,pole5-6,qu8,2010,LTER1-fringingreef-pole5-6-2010,LTER1-fringingreef-pole5-6-qu8-2010,Massive Porites,1,5.513,5.504,5.563,LTER1-fringingreef-pole5-6-qu8-2010-coral1,0,0,Yes,No,NA,0.0005504,0,0
214,Rebecca,mcr_LTER3_fringingreef_pole1-2_qu1_20100413,LTER3,fringingreef,pole1-2,qu1,2010,LTER3-fringingreef-pole1-2-2010,LTER3-fringingreef-pole1-2-qu1-2010,Massive Porites,1,251.048,218.691,204.25,LTER3-fringingreef-pole1-2-qu1-2010-coral1,4,3,Yes,No,thin scrap-like scars,0.0218691,182.9064753,137.1798565
215,Rebecca,mcr_LTER3_fringingreef_pole1-2_qu1_20100413,LTER3,fringingreef,pole1-2,qu1,2010,LTER3-fringingreef-pole1-2-2010,LTER3-fringingreef-pole1-2-qu1-2010,Massive Porites,2,15.662,13.643,12.742,LTER3-fringingreef-pole1-2-qu1-2010-coral2,1,0,Yes,No,NA,0.0013643,732.976618,0
216,Rebecca,mcr_LTER3_fringingreef_pole1-2_qu1_20100413,LTER3,fringingreef,pole1-2,qu1,2010,LTER3-fringingreef-pole1-2-2010,LTER3-fringingreef-pole1-2-qu1-2010,Massive Porites,3,3.699,3.222,3.009,LTER3-fringingreef-pole1-2-qu1-2010-coral3,0,0,Yes,No,NA,0.0003222,0,0
217,Rebecca,mcr_LTER3_fringingreef_pole1-2_qu2_20100413,LTER3,fringingreef,pole1-2,qu2,2010,LTER3-fringingreef-pole1-2-2010,LTER3-fringingreef-pole1-2-qu2-2010,Massive Porites,1,127.996,143.919,128.247,LTER3-fringingreef-pole1-2-qu2-2010-coral1,2,10,Yes,Yes,transect tape twisted,0.0143919,138.9670579,694.8352893
218,Rebecca,mcr_LTER3_fringingreef_pole1-2_qu2_20100413,LTER3,fringingreef,pole1-2,qu2,2010,LTER3-fringingreef-pole1-2-2010,LTER3-fringingreef-pole1-2-qu2-2010,Massive Porites,2,40.998,46.098,41.078,LTER3-fringingreef-pole1-2-qu2-2010-coral2,0,0,Yes,No,transect tape twisted,0.0046098,0,0
219,Rebecca,mcr_LTER3_fringingreef_pole1-2_qu3_20100413,LTER3,fringingreef,pole1-2,qu3,2010,LTER3-fringingreef-pole1-2-2010,LTER3-fringingreef-pole1-2-qu3-2010,Massive Porites,1,33.453,58.372,54.619,LTER3-fringingreef-pole1-2-qu3-2010-coral1,0,0,Yes,Yes,NA,0.0058372,0,0
220,Rebecca,mcr_LTER3_fringingreef_pole1-2_qu3_20100413,LTER3,fringingreef,pole1-2,qu3,2010,LTER3-fringingreef-pole1-2-2010,LTER3-fringingreef-pole1-2-qu3-2010,Massive Porites,2,4.395,7.669,7.176,LTER3-fringingreef-pole1-2-qu3-2010-coral2,1,0,Yes,No,NA,0.0007669,1303.950971,0
221,Rebecca,mcr_LTER3_fringingreef_pole1-2_qu3_20100413,LTER3,fringingreef,pole1-2,qu3,2010,LTER3-fringingreef-pole1-2-2010,LTER3-fringingreef-pole1-2-qu3-2010,Massive Porites,3,21.023,36.682,34.324,LTER3-fringingreef-pole1-2-qu3-2010-coral3,5,5,Yes,No,NA,0.0036682,1363.066354,1363.066354
222,Rebecca,mcr_LTER3_fringingreef_pole3-4_qu1_20100413,LTER3,fringingreef,pole3-4,qu1,2010,LTER3-fringingreef-pole3-4-2010,LTER3-fringingreef-pole3-4-qu1-2010,Massive Porites,1,19.473,15.143,13.517,LTER3-fringingreef-pole3-4-qu1-2010-coral1,7,0,Yes,No,NA,0.0015143,4622.5979,0
223,Rebecca,mcr_LTER3_fringingreef_pole3-4_qu1_20100413,LTER3,fringingreef,pole3-4,qu1,2010,LTER3-fringingreef-pole3-4-2010,LTER3-fringingreef-pole3-4-qu1-2010,Massive Porites,2,3.076,2.392,2.135,LTER3-fringingreef-pole3-4-qu1-2010-coral2,0,0,Yes,No,NA,0.0002392,0,0
224,Rebecca,mcr_LTER3_fringingreef_pole3-4_qu1_20100413,LTER3,fringingreef,pole3-4,qu1,2010,LTER3-fringingreef-pole3-4-2010,LTER3-fringingreef-pole3-4-qu1-2010,Massive Porites,3,10.048,7.814,6.975,LTER3-fringingreef-pole3-4-qu1-2010-coral3,2,0,Yes,No,NA,0.0007814,2559.508574,0
225,Rebecca,mcr_LTER3_fringingreef_pole3-4_qu4_20100413,LTER3,fringingreef,pole3-4,qu4,2010,LTER3-fringingreef-pole3-4-2010,LTER3-fringingreef-pole3-4-qu4-2010,Massive Porites,1,8.102,6.665,6.186,LTER3-fringingreef-pole3-4-qu4-2010-coral1,0,1,Yes,Yes,transect tape twisted,0.0006665,0,1500.375094
226,Rebecca,mcr_LTER3_fringingreef_pole3-4_qu4_20100413,LTER3,fringingreef,pole3-4,qu4,2010,LTER3-fringingreef-pole3-4-2010,LTER3-fringingreef-pole3-4-qu4-2010,Massive Porites,2,26.13,21.495,19.952,LTER3-fringingreef-pole3-4-qu4-2010-coral2,3,13,Yes,Yes,transect tape twisted,0.0021495,1395.673412,6047.91812
227,Rebecca,mcr_LTER3_fringingreef_pole4-5_qu1_20100413,LTER3,fringingreef,pole4-5,qu1,2010,LTER3-fringingreef-pole4-5-2010,LTER3-fringingreef-pole4-5-qu1-2010,Massive Porites,1,36.751,29.746,27.67,LTER3-fringingreef-pole4-5-qu1-2010-coral1,1,0,Yes,Yes,NA,0.0029746,336.1796544,0
228,Rebecca,mcr_LTER3_fringingreef_pole4-5_qu1_20100413,LTER3,fringingreef,pole4-5,qu1,2010,LTER3-fringingreef-pole4-5-2010,LTER3-fringingreef-pole4-5-qu1-2010,Massive Porites,2,92.61,74.957,69.725,LTER3-fringingreef-pole4-5-qu1-2010-coral2,1,8,Yes,No,NA,0.0074957,133.4098216,1067.278573
229,Rebecca,mcr_LTER3_fringingreef_pole4-5_qu1_20100413,LTER3,fringingreef,pole4-5,qu1,2010,LTER3-fringingreef-pole4-5-2010,LTER3-fringingreef-pole4-5-qu1-2010,Massive Porites,3,71.565,57.923,53.881,LTER3-fringingreef-pole4-5-qu1-2010-coral3,2,8,Yes,No,NA,0.0057923,345.2859831,1381.143932
230,Rebecca,mcr_LTER3_fringingreef_pole4-5_qu1_20100413,LTER3,fringingreef,pole4-5,qu1,2010,LTER3-fringingreef-pole4-5-2010,LTER3-fringingreef-pole4-5-qu1-2010,Massive Porites,4,29.624,23.977,22.303,LTER3-fringingreef-pole4-5-qu1-2010-coral4,0,0,Yes,No,NA,0.0023977,0,0
231,Rebecca,mcr_LTER3_fringingreef_pole4-5_qu1_20100413,LTER3,fringingreef,pole4-5,qu1,2010,LTER3-fringingreef-pole4-5-2010,LTER3-fringingreef-pole4-5-qu1-2010,Massive Porites,5,21.969,17.781,16.54,LTER3-fringingreef-pole4-5-qu1-2010-coral5,0,0,Yes,No,NA,0.0017781,0,0
232,Rebecca,mcr_LTER3_fringingreef_pole4-5_qu1_20100413,LTER3,fringingreef,pole4-5,qu1,2010,LTER3-fringingreef-pole4-5-2010,LTER3-fringingreef-pole4-5-qu1-2010,Massive Porites,6,40.85,33.063,30.756,LTER3-fringingreef-pole4-5-qu1-2010-coral6,4,5,Yes,Yes,NA,0.0033063,1209.811572,1512.264465
233,Rebecca,mcr_LTER3_fringingreef_pole4-5_qu2_20100413,LTER3,fringingreef,pole4-5,qu2,2010,LTER3-fringingreef-pole4-5-2010,LTER3-fringingreef-pole4-5-qu2-2010,Massive Porites,1,6.488,6.977,5.95,LTER3-fringingreef-pole4-5-qu2-2010-coral1,0,0,No,No,NA,0.0006977,0,0
234,Rebecca,mcr_LTER3_fringingreef_pole4-5_qu2_20100413,LTER3,fringingreef,pole4-5,qu2,2010,LTER3-fringingreef-pole4-5-2010,LTER3-fringingreef-pole4-5-qu2-2010,Massive Porites,2,5.91,6.355,5.419,LTER3-fringingreef-pole4-5-qu2-2010-coral2,0,0,No,No,NA,0.0006355,0,0
235,Rebecca,mcr_LTER3_fringingreef_pole4-5_qu2_20100413,LTER3,fringingreef,pole4-5,qu2,2010,LTER3-fringingreef-pole4-5-2010,LTER3-fringingreef-pole4-5-qu2-2010,Massive Porites,3,62.366,67.063,57.188,LTER3-fringingreef-pole4-5-qu2-2010-coral3,15,2,Yes,No,NA,0.0067063,2236.702802,298.2270402
236,Rebecca,mcr_LTER3_fringingreef_pole4-5_qu2_20100413,LTER3,fringingreef,pole4-5,qu2,2010,LTER3-fringingreef-pole4-5-2010,LTER3-fringingreef-pole4-5-qu2-2010,Massive Porites,4,8.3,8.925,7.611,LTER3-fringingreef-pole4-5-qu2-2010-coral4,0,0,Yes,No,NA,0.0008925,0,0
237,Rebecca,mcr_LTER3_fringingreef_pole4-5_qu2_20100413,LTER3,fringingreef,pole4-5,qu2,2010,LTER3-fringingreef-pole4-5-2010,LTER3-fringingreef-pole4-5-qu2-2010,Massive Porites,5,21.669,23.301,19.87,LTER3-fringingreef-pole4-5-qu2-2010-coral5,0,0,Yes,No,NA,0.0023301,0,0
238,Rebecca,mcr_LTER3_fringingreef_pole4-5_qu2_20100413,LTER3,fringingreef,pole4-5,qu2,2010,LTER3-fringingreef-pole4-5-2010,LTER3-fringingreef-pole4-5-qu2-2010,Massive Porites,6,167.903,180.55,153.963,LTER3-fringingreef-pole4-5-qu2-2010-coral6,1,19,Yes,Yes,NA,0.018055,55.38631958,1052.340072
239,Rebecca,mcr_LTER3_fringingreef_pole4-5_qu2_20100413,LTER3,fringingreef,pole4-5,qu2,2010,LTER3-fringingreef-pole4-5-2010,LTER3-fringingreef-pole4-5-qu2-2010,Massive Porites,7,3.733,4.014,3.423,LTER3-fringingreef-pole4-5-qu2-2010-coral7,0,0,Yes,No,NA,0.0004014,0,0
240,Rebecca,mcr_LTER3_fringingreef_pole4-5_qu2_20100413,LTER3,fringingreef,pole4-5,qu2,2010,LTER3-fringingreef-pole4-5-2010,LTER3-fringingreef-pole4-5-qu2-2010,Massive Porites,8,38.873,41.801,35.645,LTER3-fringingreef-pole4-5-qu2-2010-coral8,2,0,Yes,Yes,NA,0.0041801,478.4574532,0
241,Rebecca,mcr_LTER3_fringingreef_pole4-5_qu2_20100413,LTER3,fringingreef,pole4-5,qu2,2010,LTER3-fringingreef-pole4-5-2010,LTER3-fringingreef-pole4-5-qu2-2010,Massive Porites,9,21.085,22.673,19.334,LTER3-fringingreef-pole4-5-qu2-2010-coral9,2,1,Yes,Yes,NA,0.0022673,882.1064703,441.0532351
242,Rebecca,mcr_LTER3_fringingreef_pole4-5_qu2_20100413,LTER3,fringingreef,pole4-5,qu2,2010,LTER3-fringingreef-pole4-5-2010,LTER3-fringingreef-pole4-5-qu2-2010,Massive Porites,10,48.231,51.864,44.227,LTER3-fringingreef-pole4-5-qu2-2010-coral10,0,2,Yes,No,NA,0.0051864,0,385.6239395
243,Rebecca,mcr_LTER3_fringingreef_pole4-5_qu2_20100413,LTER3,fringingreef,pole4-5,qu2,2010,LTER3-fringingreef-pole4-5-2010,LTER3-fringingreef-pole4-5-qu2-2010,Massive Porites,11,3.441,3.7,3.155,LTER3-fringingreef-pole4-5-qu2-2010-coral11,0,0,Yes,No,NA,0.00037,0,0
244,Rebecca,mcr_LTER3_fringingreef_pole4-5_qu2_20100413,LTER3,fringingreef,pole4-5,qu2,2010,LTER3-fringingreef-pole4-5-2010,LTER3-fringingreef-pole4-5-qu2-2010,Massive Porites,12,14.521,15.615,13.316,LTER3-fringingreef-pole4-5-qu2-2010-coral12,0,0,Yes,No,NA,0.0015615,0,0
245,Rebecca,mcr_LTER3_fringingreef_pole4-5_qu3_20100413,LTER3,fringingreef,pole4-5,qu3,2010,LTER3-fringingreef-pole4-5-2010,LTER3-fringingreef-pole4-5-qu3-2010,Massive Porites,1,66.701,74.645,69.537,LTER3-fringingreef-pole4-5-qu3-2010-coral1,0,8,Yes,Yes,thin scrap-like scars,0.0074645,0,1071.739567
246,Rebecca,mcr_LTER3_fringingreef_pole4-5_qu3_20100413,LTER3,fringingreef,pole4-5,qu3,2010,LTER3-fringingreef-pole4-5-2010,LTER3-fringingreef-pole4-5-qu3-2010,Massive Porites,2,65.796,73.633,68.595,LTER3-fringingreef-pole4-5-qu3-2010-coral2,33,10,Yes,Yes,NA,0.0073633,4481.6862,1358.086727
247,Rebecca,mcr_LTER3_fringingreef_pole4-5_qu3_20100413,LTER3,fringingreef,pole4-5,qu3,2010,LTER3-fringingreef-pole4-5-2010,LTER3-fringingreef-pole4-5-qu3-2010,Massive Porites,3,3.807,4.261,3.969,LTER3-fringingreef-pole4-5-qu3-2010-coral3,0,0,Yes,Yes,NA,0.0004261,0,0
248,Rebecca,mcr_LTER3_fringingreef_pole4-5_qu6_20100413,LTER3,fringingreef,pole4-5,qu6,2010,LTER3-fringingreef-pole4-5-2010,LTER3-fringingreef-pole4-5-qu6-2010,Massive Porites,1,12.086,9.255,8.188,LTER3-fringingreef-pole4-5-qu6-2010-coral1,0,0,Yes,Yes,NA,0.0009255,0,0
249,Rebecca,mcr_LTER3_fringingreef_pole4-5_qu6_20100413,LTER3,fringingreef,pole4-5,qu6,2010,LTER3-fringingreef-pole4-5-2010,LTER3-fringingreef-pole4-5-qu6-2010,Massive Porites,2,141.06,108.014,95.559,LTER3-fringingreef-pole4-5-qu6-2010-coral2,0,1,Yes,Yes,lots of thin scars,0.0108014,0,92.5805914
250,Mallory,mcr_LTER3_fringingreef_pole5-6_qu6_20100413,LTER3,fringingreef,pole5-6,qu6,2010,LTER3-fringingreef-pole5-6-2010,LTER3-fringingreef-pole5-6-qu6-2010,Massive Porites,1,37.644,38.968,35.304,LTER3-fringingreef-pole5-6-qu6-2010-coral1,0,55,No,No,transect tape twisted,0.0038968,0,14114.14494
251,Mallory,mcr_LTER3_fringingreef_pole5-6_qu6_20100413,LTER3,fringingreef,pole5-6,qu6,2010,LTER3-fringingreef-pole5-6-2010,LTER3-fringingreef-pole5-6-qu6-2010,Massive Porites,2,30.868,31.953,28.949,LTER3-fringingreef-pole5-6-qu6-2010-coral2,2,1,Yes,Yes,transect tape twisted,0.0031953,625.919319,312.9596595
252,Mallory,mcr_LTER3_fringingreef_pole5-6_qu7_20100413,LTER3,fringingreef,pole5-6,qu7,2010,LTER3-fringingreef-pole5-6-2010,LTER3-fringingreef-pole5-6-qu7-2010,Massive Porites,1,539.685,359.784,334.465,LTER3-fringingreef-pole5-6-qu7-2010-coral1,23,32,Yes,Yes,NA,0.0359784,639.2724524,889.4225424
253,Mallory,mcr_LTER3_fringingreef_pole5-6_qu7_20100413,LTER3,fringingreef,pole5-6,qu7,2010,LTER3-fringingreef-pole5-6-2010,LTER3-fringingreef-pole5-6-qu7-2010,Massive Porites,2,115.692,77.127,71.699,LTER3-fringingreef-pole5-6-qu7-2010-coral2,4,29,Yes,No,covered by transect tape,0.0077127,518.6251248,3760.032155
254,Mallory,mcr_LTER3_fringingreef_pole5-6_qu8_20100413,LTER3,fringingreef,pole5-6,qu8,2010,LTER3-fringingreef-pole5-6-2010,LTER3-fringingreef-pole5-6-qu8-2010,Massive Porites,1,478.639,204.228,189.151,LTER3-fringingreef-pole5-6-qu8-2010-coral1,12,32,Yes,Yes,transect tape twisted,0.0204228,587.5785886,1566.876236
255,Mallory,mcr_LTER3_fringingreef_pole5-6_qu8_20100413,LTER3,fringingreef,pole5-6,qu8,2010,LTER3-fringingreef-pole5-6-2010,LTER3-fringingreef-pole5-6-qu8-2010,Massive Porites,2,67.596,28.842,26.713,LTER3-fringingreef-pole5-6-qu8-2010-coral2,6,0,Yes,Yes,transect tape twisted,0.0028842,2080.299563,0
256,Rebecca,mcr_LTER4_fringingreef_pole1-2_qu6_20100413,LTER4,fringingreef,pole1-2,qu6,2010,LTER4-fringingreef-pole1-2-2010,LTER4-fringingreef-pole1-2-qu6-2010,Massive Porites,1,16.298,14.948,13.695,LTER4-fringingreef-pole1-2-qu6-2010-coral1,2,0,Yes,No,transect tape twisted,0.0014948,1337.971635,0
257,Rebecca,mcr_LTER4_fringingreef_pole1-2_qu6_20100413,LTER4,fringingreef,pole1-2,qu6,2010,LTER4-fringingreef-pole1-2-2010,LTER4-fringingreef-pole1-2-qu6-2010,Massive Porites,2,18.261,16.749,15.344,LTER4-fringingreef-pole1-2-qu6-2010-coral2,1,0,Yes,Yes,transect tape twisted,0.0016749,597.0505702,0
258,Rebecca,mcr_LTER4_fringingreef_pole1-2_qu6_20100413,LTER4,fringingreef,pole1-2,qu6,2010,LTER4-fringingreef-pole1-2-2010,LTER4-fringingreef-pole1-2-qu6-2010,Massive Porites,3,7.273,6.671,6.111,LTER4-fringingreef-pole1-2-qu6-2010-coral3,0,0,Yes,Yes,transect tape twisted,0.0006671,0,0
259,Rebecca,mcr_LTER4_fringingreef_pole1-2_qu6_20100413,LTER4,fringingreef,pole1-2,qu6,2010,LTER4-fringingreef-pole1-2-2010,LTER4-fringingreef-pole1-2-qu6-2010,Massive Porites,4,15.478,14.196,13.005,LTER4-fringingreef-pole1-2-qu6-2010-coral4,1,0,Yes,No,transect tape twisted,0.0014196,704.4237813,0
260,Rebecca,mcr_LTER4_fringingreef_pole1-2_qu6_20100413,LTER4,fringingreef,pole1-2,qu6,2010,LTER4-fringingreef-pole1-2-2010,LTER4-fringingreef-pole1-2-qu6-2010,Massive Porites,5,5.706,5.233,4.794,LTER4-fringingreef-pole1-2-qu6-2010-coral5,0,0,Yes,Yes,transect tape twisted,0.0005233,0,0
261,Rebecca,mcr_LTER4_fringingreef_pole1-2_qu7_20100413,LTER4,fringingreef,pole1-2,qu7,2010,LTER4-fringingreef-pole1-2-2010,LTER4-fringingreef-pole1-2-qu7-2010,Massive Porites,1,214.12,221.709,211.291,LTER4-fringingreef-pole1-2-qu7-2010-coral1,5,0,Yes,Yes,NA,0.0221709,225.5208404,0
262,Rebecca,mcr_LTER4_fringingreef_pole1-2_qu7_20100413,LTER4,fringingreef,pole1-2,qu7,2010,LTER4-fringingreef-pole1-2-2010,LTER4-fringingreef-pole1-2-qu7-2010,Massive Porites,2,25.146,26.037,24.814,LTER4-fringingreef-pole1-2-qu7-2010-coral2,1,0,Yes,No,NA,0.0026037,384.0688251,0
263,Rebecca,mcr_LTER4_fringingreef_pole2-3_qu1_20100413,LTER4,fringingreef,pole2-3,qu1,2010,LTER4-fringingreef-pole2-3-2010,LTER4-fringingreef-pole2-3-qu1-2010,Massive Porites,1,13.809,9.38,8.906,LTER4-fringingreef-pole2-3-qu1-2010-coral1,1,0,Yes,No,NA,0.000938,1066.098081,0
264,Rebecca,mcr_LTER4_fringingreef_pole2-3_qu1_20100413,LTER4,fringingreef,pole2-3,qu1,2010,LTER4-fringingreef-pole2-3-2010,LTER4-fringingreef-pole2-3-qu1-2010,Massive Porites,2,161.784,109.895,104.341,LTER4-fringingreef-pole2-3-qu1-2010-coral2,3,1,Yes,No,NA,0.0109895,272.987852,90.99595068
265,Rebecca,mcr_LTER4_fringingreef_pole2-3_qu1_20100413,LTER4,fringingreef,pole2-3,qu1,2010,LTER4-fringingreef-pole2-3-2010,LTER4-fringingreef-pole2-3-qu1-2010,Massive Porites,3,94.671,64.307,61.057,LTER4-fringingreef-pole2-3-qu1-2010-coral3,5,2,Yes,No,NA,0.0064307,777.5203322,311.0081329
266,Rebecca,mcr_LTER4_fringingreef_pole2-3_qu1_20100413,LTER4,fringingreef,pole2-3,qu1,2010,LTER4-fringingreef-pole2-3-2010,LTER4-fringingreef-pole2-3-qu1-2010,Massive Porites,4,15.674,10.647,10.108,LTER4-fringingreef-pole2-3-qu1-2010-coral4,0,0,No,Yes,NA,0.0010647,0,0
267,Rebecca,mcr_LTER4_fringingreef_pole2-3_qu2_20100413,LTER4,fringingreef,pole2-3,qu2,2010,LTER4-fringingreef-pole2-3-2010,LTER4-fringingreef-pole2-3-qu2-2010,Massive Porites,1,45.499,46.766,43.877,LTER4-fringingreef-pole2-3-qu2-2010-coral1,3,7,Yes,No,NA,0.0046766,641.491682,1496.813925
268,Rebecca,mcr_LTER4_fringingreef_pole2-3_qu3_20100413,LTER4,fringingreef,pole2-3,qu3,2010,LTER4-fringingreef-pole2-3-2010,LTER4-fringingreef-pole2-3-qu3-2010,Massive Porites,1,80.649,82.483,76.046,LTER4-fringingreef-pole2-3-qu3-2010-coral1,0,0,Yes,Yes,NA,0.0082483,0,0
269,Rebecca,mcr_LTER4_fringingreef_pole2-3_qu7_20100413,LTER4,fringingreef,pole2-3,qu7,2010,LTER4-fringingreef-pole2-3-2010,LTER4-fringingreef-pole2-3-qu7-2010,Massive Porites,1,12.494,12.077,11.563,LTER4-fringingreef-pole2-3-qu7-2010-coral1,0,1,Yes,Yes,NA,0.0012077,0,828.0202037
270,Rebecca,mcr_LTER4_fringingreef_pole2-3_qu8_20100413,LTER4,fringingreef,pole2-3,qu8,2010,LTER4-fringingreef-pole2-3-2010,LTER4-fringingreef-pole2-3-qu8-2010,Massive Porites,1,50.487,47.573,44.379,LTER4-fringingreef-pole2-3-qu8-2010-coral1,2,0,Yes,No,NA,0.0047573,420.4065331,0
271,Rebecca,mcr_LTER4_fringingreef_pole3-4_qu1_20100413,LTER4,fringingreef,pole3-4,qu1,2010,LTER4-fringingreef-pole3-4-2010,LTER4-fringingreef-pole3-4-qu1-2010,Massive Porites,1,74.001,51.817,48.484,LTER4-fringingreef-pole3-4-qu1-2010-coral1,3,5,Yes,No,NA,0.0051817,578.9605728,964.934288
272,Rebecca,mcr_LTER4_fringingreef_pole3-4_qu3_20100413,LTER4,fringingreef,pole3-4,qu3,2010,LTER4-fringingreef-pole3-4-2010,LTER4-fringingreef-pole3-4-qu3-2010,Massive Porites,1,10.563,10.484,9.419,LTER4-fringingreef-pole3-4-qu3-2010-coral1,1,0,No,No,covered by transect tape,0.0010484,953.8344143,0
273,Rebecca,mcr_LTER4_fringingreef_pole3-4_qu3_20100413,LTER4,fringingreef,pole3-4,qu3,2010,LTER4-fringingreef-pole3-4-2010,LTER4-fringingreef-pole3-4-qu3-2010,Massive Porites,2,7.271,7.217,6.484,LTER4-fringingreef-pole3-4-qu3-2010-coral2,0,0,No,No,covered by transect tape,0.0007217,0,0
274,Rebecca,mcr_LTER4_fringingreef_pole3-4_qu3_20100413,LTER4,fringingreef,pole3-4,qu3,2010,LTER4-fringingreef-pole3-4-2010,LTER4-fringingreef-pole3-4-qu3-2010,Massive Porites,3,49.218,48.851,43.889,LTER4-fringingreef-pole3-4-qu3-2010-coral3,1,0,Yes,No,covered by transect tape,0.0048851,204.7041002,0
275,Rebecca,mcr_LTER4_fringingreef_pole3-4_qu3_20100413,LTER4,fringingreef,pole3-4,qu3,2010,LTER4-fringingreef-pole3-4-2010,LTER4-fringingreef-pole3-4-qu3-2010,Massive Porites,4,5.655,5.613,5.043,LTER4-fringingreef-pole3-4-qu3-2010-coral4,2,0,Yes,No,NA,0.0005613,3563.156957,0
