Photo Name,Name,Site,Habitat,Pole,Quad,Year,Pole ID,Quad ID,Genus,Coral Number,Surface.area.cm2,Coral ID,No.Bites,Part.Dead.Colony,Out.of.frame,No.Macroborers,Notes
mcr_lter3_fringingreef_pole5-6_qu2_20160414,Mallory,LTER3,Fringing Reef,5,2,2016,LTER3-Fringing Reef-2016-P5,LTER3-Fringing Reef-2016-P5-Q2,Massive Porites,2,12.283,LTER3-Fringing Reef-2016-P5-Q2-coral2,0,No,No,0,
mcr_lter3_fringingreef_pole5-6_qu2_20160414,Mallory,LTER3,Fringing Reef,5,2,2016,LTER3-Fringing Reef-2016-P5,LTER3-Fringing Reef-2016-P5-Q2,Massive Porites,3,9.614,LTER3-Fringing Reef-2016-P5-Q2-coral3,0,No,No,6,
mcr_lter3_fringingreef_pole5-6_qu2_20160414,Mallory,LTER3,Fringing Reef,5,2,2016,LTER3-Fringing Reef-2016-P5,LTER3-Fringing Reef-2016-P5-Q2,Massive Porites,4,12.647,LTER3-Fringing Reef-2016-P5-Q2-coral4,0,No,No,0,
mcr_lter3_fringingreef_pole5-6_qu2_20160414,Mallory,LTER3,Fringing Reef,5,2,2016,LTER3-Fringing Reef-2016-P5,LTER3-Fringing Reef-2016-P5-Q2,Massive Porites,5,4.053,LTER3-Fringing Reef-2016-P5-Q2-coral5,0,No,No,0,
mcr_lter3_fringingreef_pole5-6_qu3_20160414,Mallory,LTER3,Fringing Reef,5,3,2016,LTER3-Fringing Reef-2016-P5,LTER3-Fringing Reef-2016-P5-Q3,Massive Porites,1,55.328,LTER3-Fringing Reef-2016-P5-Q3-coral1,4,Yes,Yes,3,
mcr_lter3_fringingreef_pole5-6_qu3_20160414,Mallory,LTER3,Fringing Reef,5,3,2016,LTER3-Fringing Reef-2016-P5,LTER3-Fringing Reef-2016-P5-Q3,Massive Porites,2,10.535,LTER3-Fringing Reef-2016-P5-Q3-coral2,1,Yes,No,0,
mcr_lter3_fringingreef_pole5-6_qu3_20160414,Mallory,LTER3,Fringing Reef,5,3,2016,LTER3-Fringing Reef-2016-P5,LTER3-Fringing Reef-2016-P5-Q3,Massive Porites,3,21.743,LTER3-Fringing Reef-2016-P5-Q3-coral3,0,Yes,No,0,
mcr_lter3_fringingreef_pole5-6_qu3_20160414,Mallory,LTER3,Fringing Reef,5,3,2016,LTER3-Fringing Reef-2016-P5,LTER3-Fringing Reef-2016-P5-Q3,Massive Porites,4,166.518,LTER3-Fringing Reef-2016-P5-Q3-coral4,0,Yes,No,14,
mcr_lter3_fringingreef_pole5-6_qu4_20160414,Mallory,LTER3,Fringing Reef,5,4,2016,LTER3-Fringing Reef-2016-P5,LTER3-Fringing Reef-2016-P5-Q4,Massive Porites,1,3.385,LTER3-Fringing Reef-2016-P5-Q4-coral1,0,No,No,0,
mcr_lter3_fringingreef_pole5-6_qu4_20160414,Mallory,LTER3,Fringing Reef,5,4,2016,LTER3-Fringing Reef-2016-P5,LTER3-Fringing Reef-2016-P5-Q4,Massive Porites,2,5.22,LTER3-Fringing Reef-2016-P5-Q4-coral2,7,No,No,0,
mcr_lter3_fringingreef_pole5-6_qu4_20160414,Mallory,LTER3,Fringing Reef,5,4,2016,LTER3-Fringing Reef-2016-P5,LTER3-Fringing Reef-2016-P5-Q4,Massive Porites,3,1.85,LTER3-Fringing Reef-2016-P5-Q4-coral3,0,No,No,0,
mcr_lter3_fringingreef_pole5-6_qu4_20160414,Mallory,LTER3,Fringing Reef,5,4,2016,LTER3-Fringing Reef-2016-P5,LTER3-Fringing Reef-2016-P5-Q4,Massive Porites,4,2.434,LTER3-Fringing Reef-2016-P5-Q4-coral4,1,No,No,0,
mcr_lter3_fringingreef_pole5-6_qu5_20160414,Mallory,LTER3,Fringing Reef,5,5,2016,LTER3-Fringing Reef-2016-P5,LTER3-Fringing Reef-2016-P5-Q5,Massive Porites,1,87.316,LTER3-Fringing Reef-2016-P5-Q5-coral1,0,Yes,Yes,4,
mcr_lter3_fringingreef_pole5-6_qu5_20160414,Mallory,LTER3,Fringing Reef,5,5,2016,LTER3-Fringing Reef-2016-P5,LTER3-Fringing Reef-2016-P5-Q5,Massive Porites,2,15.428,LTER3-Fringing Reef-2016-P5-Q5-coral2,0,Yes,No,0,
mcr_lter3_fringingreef_pole5-6_qu5_20160414,Mallory,LTER3,Fringing Reef,5,5,2016,LTER3-Fringing Reef-2016-P5,LTER3-Fringing Reef-2016-P5-Q5,Massive Porites,3,62.725,LTER3-Fringing Reef-2016-P5-Q5-coral3,0,No,Yes,10,
mcr_lter3_fringingreef_pole5-6_qu6_20160414,Mallory,LTER3,Fringing Reef,5,6,2016,LTER3-Fringing Reef-2016-P5,LTER3-Fringing Reef-2016-P5-Q6,Massive Porites,1,11.317,LTER3-Fringing Reef-2016-P5-Q6-coral1,3,Yes,No,0,
mcr_lter3_fringingreef_pole5-6_qu6_20160414,Mallory,LTER3,Fringing Reef,5,6,2016,LTER3-Fringing Reef-2016-P5,LTER3-Fringing Reef-2016-P5-Q6,Massive Porites,2,4.271,LTER3-Fringing Reef-2016-P5-Q6-coral2,0,Yes,Yes,0,
mcr_lter3_fringingreef_pole5-6_qu6_20160414,Mallory,LTER3,Fringing Reef,5,6,2016,LTER3-Fringing Reef-2016-P5,LTER3-Fringing Reef-2016-P5-Q6,Massive Porites,3,3.981,LTER3-Fringing Reef-2016-P5-Q6-coral3,0,Yes,Yes,0,
mcr_lter3_fringingreef_pole5-6_qu6_20160414,Mallory,LTER3,Fringing Reef,5,6,2016,LTER3-Fringing Reef-2016-P5,LTER3-Fringing Reef-2016-P5-Q6,Massive Porites,4,8.973,LTER3-Fringing Reef-2016-P5-Q6-coral4,0,No,No,0,covered in sediment
mcr_lter3_fringingreef_pole5-6_qu6_20160414,Mallory,LTER3,Fringing Reef,5,6,2016,LTER3-Fringing Reef-2016-P5,LTER3-Fringing Reef-2016-P5-Q6,Massive Porites,5,65.977,LTER3-Fringing Reef-2016-P5-Q6-coral5,0,No,No,2,
mcr_lter3_fringingreef_pole5-6_qu6_20160414,Mallory,LTER3,Fringing Reef,5,6,2016,LTER3-Fringing Reef-2016-P5,LTER3-Fringing Reef-2016-P5-Q6,Massive Porites,6,94.159,LTER3-Fringing Reef-2016-P5-Q6-coral6,21,Yes,No,2,
mcr_lter3_fringingreef_pole5-6_qu7_20160414,Mallory,LTER3,Fringing Reef,5,7,2016,LTER3-Fringing Reef-2016-P5,LTER3-Fringing Reef-2016-P5-Q7,Massive Porites,1,3.341,LTER3-Fringing Reef-2016-P5-Q7-coral1,0,No,No,1,
mcr_lter3_fringingreef_pole5-6_qu7_20160414,Mallory,LTER3,Fringing Reef,5,7,2016,LTER3-Fringing Reef-2016-P5,LTER3-Fringing Reef-2016-P5-Q7,Massive Porites,2,0.846,LTER3-Fringing Reef-2016-P5-Q7-coral2,0,No,No,0,
mcr_lter3_fringingreef_pole5-6_qu7_20160414,Mallory,LTER3,Fringing Reef,5,7,2016,LTER3-Fringing Reef-2016-P5,LTER3-Fringing Reef-2016-P5-Q7,Massive Porites,3,1.977,LTER3-Fringing Reef-2016-P5-Q7-coral3,0,No,No,0,
mcr_lter4_fringingreef_pole1-2_qu1_20160414,Mallory,LTER4,Fringing Reef,1,1,2016,LTER4-Fringing Reef-2016-P1,LTER4-Fringing Reef-2016-P1-Q1,Massive Porites,1,11.742,LTER4-Fringing Reef-2016-P1-Q1-coral1,0,No,No,0,
mcr_lter4_fringingreef_pole1-2_qu1_20160414,Mallory,LTER4,Fringing Reef,1,1,2016,LTER4-Fringing Reef-2016-P1,LTER4-Fringing Reef-2016-P1-Q1,Massive Porites,2,187.575,LTER4-Fringing Reef-2016-P1-Q1-coral2,11,Yes,No,2,
mcr_lter4_fringingreef_pole1-2_qu2_20160414,Mallory,LTER4,Fringing Reef,1,2,2016,LTER4-Fringing Reef-2016-P1,LTER4-Fringing Reef-2016-P1-Q2,Massive Porites,1,174.491,LTER4-Fringing Reef-2016-P1-Q2-coral1,3,Yes,Yes,4,
mcr_lter4_fringingreef_pole1-2_qu3_20160414,Mallory,LTER4,Fringing Reef,1,3,2016,LTER4-Fringing Reef-2016-P1,LTER4-Fringing Reef-2016-P1-Q3,Massive Porites,1,6.455,LTER4-Fringing Reef-2016-P1-Q3-coral1,0,No,Yes,0,part of colony is bleached
mcr_lter4_fringingreef_pole1-2_qu4_20160414,Mallory,LTER4,Fringing Reef,1,4,2016,LTER4-Fringing Reef-2016-P1,LTER4-Fringing Reef-2016-P1-Q4,Massive Porites,1,61.111,LTER4-Fringing Reef-2016-P1-Q4-coral1,0,Yes,Yes,0,
mcr_lter4_fringingreef_pole1-2_qu7_20160414,Mallory,LTER4,Fringing Reef,1,7,2016,LTER4-Fringing Reef-2016-P1,LTER4-Fringing Reef-2016-P1-Q7,Massive Porites,1,121.607,LTER4-Fringing Reef-2016-P1-Q7-coral1,4,Yes,No,6,
mcr_lter4_fringingreef_pole1-2_qu7_20160414,Mallory,LTER4,Fringing Reef,1,7,2016,LTER4-Fringing Reef-2016-P1,LTER4-Fringing Reef-2016-P1-Q7,Massive Porites,2,10.434,LTER4-Fringing Reef-2016-P1-Q7-coral2,0,No,Yes,1,
mcr_lter4_fringingreef_pole1-2_qu8_20160414,Mallory,LTER4,Fringing Reef,1,8,2016,LTER4-Fringing Reef-2016-P1,LTER4-Fringing Reef-2016-P1-Q8,Massive Porites,1,8.754,LTER4-Fringing Reef-2016-P1-Q8-coral1,0,Yes,No,0,
mcr_lter4_fringingreef_pole1-2_qu8_20160414,Mallory,LTER4,Fringing Reef,1,8,2016,LTER4-Fringing Reef-2016-P1,LTER4-Fringing Reef-2016-P1-Q8,Massive Porites,2,29.503,LTER4-Fringing Reef-2016-P1-Q8-coral2,0,No,No,0,covered in sediment
mcr_lter4_fringingreef_pole1-2_qu8_20160414,Mallory,LTER4,Fringing Reef,1,8,2016,LTER4-Fringing Reef-2016-P1,LTER4-Fringing Reef-2016-P1-Q8,Massive Porites,3,58.889,LTER4-Fringing Reef-2016-P1-Q8-coral3,0,No,Yes,1,
mcr_lter4_fringingreef_pole2-3_qu1_20160414,Mallory,LTER4,Fringing Reef,2,1,2016,LTER4-Fringing Reef-2016-P2,LTER4-Fringing Reef-2016-P2-Q1,Massive Porites,1,146.385,LTER4-Fringing Reef-2016-P2-Q1-coral1,1,Yes,No,1,
mcr_lter4_fringingreef_pole2-3_qu5_20160414,Mallory,LTER4,Fringing Reef,2,5,2016,LTER4-Fringing Reef-2016-P2,LTER4-Fringing Reef-2016-P2-Q5,Massive Porites,1,16.838,LTER4-Fringing Reef-2016-P2-Q5-coral1,1,Yes,Yes,0,
mcr_lter4_fringingreef_pole2-3_qu5_20160414,Mallory,LTER4,Fringing Reef,2,5,2016,LTER4-Fringing Reef-2016-P2,LTER4-Fringing Reef-2016-P2-Q5,Massive Porites,2,353.175,LTER4-Fringing Reef-2016-P2-Q5-coral2,8,Yes,Yes,17,
mcr_lter4_fringingreef_pole2-3_qu7_20160414,Mallory,LTER4,Fringing Reef,2,7,2016,LTER4-Fringing Reef-2016-P2,LTER4-Fringing Reef-2016-P2-Q7,Massive Porites,1,3.583,LTER4-Fringing Reef-2016-P2-Q7-coral1,0,No,Yes,0,
mcr_lter4_fringingreef_pole3-4_qu1_20160414,Mallory,LTER4,Fringing Reef,3,1,2016,LTER4-Fringing Reef-2016-P3,LTER4-Fringing Reef-2016-P3-Q1,Massive Porites,1,3.202,LTER4-Fringing Reef-2016-P3-Q1-coral1,0,No,Yes,0,
mcr_lter4_fringingreef_pole3-4_qu2_20160414,Mallory,LTER4,Fringing Reef,3,2,2016,LTER4-Fringing Reef-2016-P3,LTER4-Fringing Reef-2016-P3-Q2,Massive Porites,1,1.825,LTER4-Fringing Reef-2016-P3-Q2-coral1,0,Yes,Yes,0,
mcr_lter4_fringingreef_pole4-5_qu1_20160414,Mallory,LTER4,Fringing Reef,4,1,2016,LTER4-Fringing Reef-2016-P4,LTER4-Fringing Reef-2016-P4-Q1,Massive Porites,1,47.977,LTER4-Fringing Reef-2016-P4-Q1-coral1,0,Yes,No,0,covered in sediment
mcr_lter4_fringingreef_pole4-5_qu3_20160414,Mallory,LTER4,Fringing Reef,4,3,2016,LTER4-Fringing Reef-2016-P4,LTER4-Fringing Reef-2016-P4-Q3,Massive Porites,1,3.898,LTER4-Fringing Reef-2016-P4-Q3-coral1,0,Yes,No,0,
mcr_lter4_fringingreef_pole4-5_qu3_20160414,Mallory,LTER4,Fringing Reef,4,3,2016,LTER4-Fringing Reef-2016-P4,LTER4-Fringing Reef-2016-P4-Q3,Massive Porites,2,20.421,LTER4-Fringing Reef-2016-P4-Q3-coral2,1,Yes,No,0,
mcr_lter4_fringingreef_pole4-5_qu7_20160414,Mallory,LTER4,Fringing Reef,4,7,2016,LTER4-Fringing Reef-2016-P4,LTER4-Fringing Reef-2016-P4-Q7,Massive Porites,1,5.511,LTER4-Fringing Reef-2016-P4-Q7-coral1,0,Yes,No,0,
mcr_lter4_fringingreef_pole5-6_qu3_20160414,Mallory,LTER4,Fringing Reef,5,3,2016,LTER4-Fringing Reef-2016-P5,LTER4-Fringing Reef-2016-P5-Q3,Massive Porites,1,182.223,LTER4-Fringing Reef-2016-P5-Q3-coral1,0,No,No,0,
mcr_lter4_fringingreef_pole5-6_qu3_20160414,Mallory,LTER4,Fringing Reef,5,3,2016,LTER4-Fringing Reef-2016-P5,LTER4-Fringing Reef-2016-P5-Q3,Massive Porites,2,3.377,LTER4-Fringing Reef-2016-P5-Q3-coral2,2,No,No,0,
mcr_lter4_fringingreef_pole5-6_qu5_20160414,Mallory,LTER4,Fringing Reef,5,5,2016,LTER4-Fringing Reef-2016-P5,LTER4-Fringing Reef-2016-P5-Q5,Massive Porites,1,2.073,LTER4-Fringing Reef-2016-P5-Q5-coral1,0,No,No,0,
mcr_lter4_fringingreef_pole5-6_qu6_20160414,Mallory,LTER4,Fringing Reef,5,6,2016,LTER4-Fringing Reef-2016-P5,LTER4-Fringing Reef-2016-P5-Q6,Massive Porites,1,5.576,LTER4-Fringing Reef-2016-P5-Q6-coral1,0,Yes,No,0,
mcr_lter5_fringingreef_pole4-5_qu5_20160415,Mallory,LTER5,Fringing Reef,4,5,2016,LTER5-Fringing Reef-2016-P4,LTER5-Fringing Reef-2016-P4-Q5,Massive Porites,1,11.478,LTER5-Fringing Reef-2016-P4-Q5-coral1,0,Yes,No,0,"scale set with ruler, not transect tape"
